firm_id,year,iso14001,sales,rd,releases,insp
164,2000,0,1050.3928,73.20019,3.696688,0
164,2001,0,1441.0364,64.67142,2.430229,0
164,2002,0,1590.5466,40.57695,3.794997,0
164,2003,0,1755.9554,42.23685,1.33724,0
164,2004,0,1231.1778,37.49187,1.772935,0
164,2005,1,1512.1988,47.84582,2.449399,1
164,2006,1,1336.0409,49.30625,2.146706,0
164,2007,1,1915.2856,87.53968,1.419704,0
164,2008,1,1966.684,73.39249,3.401911,1
164,2009,1,2164.9396,34.42869,1.157234,1
165,2000,0,1613.4441,48.62313,1.728027,2
165,2001,0,2065.3857,69.921,4.495305,1
165,2002,0,1299.0055,42.90455,1.340278,2
165,2003,0,1571.8305,67.33882,2.43937,1
165,2004,1,1262.3785,45.84348,2.299939,3
165,2005,1,1752.8908,64.84573,3.145658,2
165,2006,1,1666.4583,55.28413,1.27623,3
165,2007,1,843.1315,60.67506,0.9249511,3
165,2008,1,1914.1788,97.95733,0.1710227,2
165,2009,1,1836.0856,86.21998,0.297973,2
166,2000,0,1338.3088,41.75896,1.435005,4
166,2001,0,1592.4932,116.1497,0,4
166,2002,0,1056.8054,84.18375,2.000698,3
166,2003,1,1349.7606,49.77943,1.095755,5
166,2004,1,2080.374,53.4775,0.8141802,4
166,2005,1,1232.9641,69.13947,0.0875354,4
166,2006,1,1586.7211,79.95551,0,4
166,2007,1,1158.1626,96.92466,2.569033,4
166,2008,1,1681.4875,76.98397,2.628399,3
166,2009,1,1746.4196,54.18922,0,4
167,2000,0,1724.7479,57.10029,0,2
167,2001,0,1645.272,78.98499,2.309211,2
167,2002,1,2007.1128,43.26204,0.8579044,4
167,2003,1,1410.1212,93.99423,1.363504,2
167,2004,1,1265.6699,51.76411,0.9870108,3
167,2005,1,1401.1923,83.20222,0.2151849,4
167,2006,1,1177.104,85.75957,2.235052,3
167,2007,1,1605.4972,127.1532,0,3
167,2008,1,1542.461,59.31899,0,3
167,2009,1,1722.1584,61.66368,0,3
168,2000,1,1093.4163,54.34187,1.248411,3
168,2001,1,1575.2415,69.22697,3.214935,1
168,2002,1,1943.1673,56.54028,1.664116,1
168,2003,1,1747.9013,91.71745,1.119773,1
168,2004,1,1014.6099,80.30933,1.476251,1
168,2005,1,1575.6509,60.61663,0.4536433,2
168,2006,1,1359.8479,49.38486,2.203871,1
168,2007,1,1585.1132,57.12737,0.9053513,1
168,2008,1,1468.576,55.30364,1.888386,1
168,2009,1,2099.4675,80.87048,1.647519,1
169,2000,0,1531.4292,69.17587,1.640655,1
169,2001,0,1597.596,82.41396,2.812258,3
169,2002,0,1492.4482,94.67149,1.003456,2
169,2003,0,1647.9196,72.45233,2.129673,3
169,2004,0,1438.9884,76.25102,2.999252,2
169,2005,0,1737.5223,116.5013,0.4040811,2
169,2006,0,1387.9259,75.29279,2.048047,2
169,2007,0,1917.7727,59.38425,0,2
169,2008,0,1653.5249,65.16876,1.601971,2
169,2009,0,1456.5041,31.24851,0.5345812,1
170,2000,0,1755.4461,78.46375,2.634963,2
170,2001,0,1651.6806,55.52661,3.659835,1
170,2002,0,1751.1772,49.69629,4.022687,2
170,2003,0,1529.5766,47.9941,3.491286,1
170,2004,0,1432.4914,87.19403,3.165747,1
170,2005,1,1620.7591,61.0307,3.590924,2
170,2006,1,1431.0101,79.59657,3.433249,2
170,2007,1,1874.1121,76.45592,3.756936,2
170,2008,1,2020.9938,74.21694,1.966767,2
170,2009,1,1754.7838,59.88306,1.45282,3
171,2000,0,1928.6135,79.20096,2.243733,2
171,2001,1,1916.3926,60.6459,2.926223,2
171,2002,1,1498.7778,68.11695,1.663847,1
171,2003,1,1829.3431,90.41826,1.09866,1
171,2004,1,1191.6038,88.25631,1.419018,1
171,2005,1,1636.9723,57.64899,1.645346,1
171,2006,1,1223.2968,69.67667,1.178052,1
171,2007,1,1550.7262,77.19273,0.3658786,2
171,2008,1,1148.422,66.23285,0.422512,2
171,2009,1,1905.2875,84.32414,0.1843144,2
172,2000,0,1387.8686,79.37175,1.067543,1
172,2001,0,1776.9633,104.5225,1.725737,2
172,2002,0,1482.9258,107.9547,0.1351951,2
172,2003,0,950.74344,56.21087,0.914108,1
172,2004,0,1357.8889,96.78487,0.370034,1
172,2005,0,1342.864,72.21053,0.9419208,1
172,2006,0,1498.0027,61.43025,0.611863,1
172,2007,1,2029.6741,82.43854,0.6289333,2
172,2008,1,2081.37,66.15363,0,2
172,2009,1,1510.5269,64.25169,0,3
173,2000,0,1123.8222,39.30745,3.606186,3
173,2001,0,1283.5727,64.44422,2.85165,2
173,2002,0,1649.166,85.14522,1.648666,2
173,2003,0,1477.3815,79.18501,2.489153,2
173,2004,0,1031.5931,67.58981,0.5140683,3
173,2005,0,1358.3882,98.31882,0.4370182,3
173,2006,0,1899.9641,111.6818,1.29511,2
173,2007,0,1588.7581,75.85298,1.96852,3
173,2008,0,1516.8061,97.12238,2.301642,2
173,2009,1,1463.9975,71.62356,2.708149,3
174,2000,0,1363.5175,65.395,2.302704,1
174,2001,0,1666.3957,85.88091,1.771178,0
174,2002,0,1544.4335,64.03432,2.860095,0
174,2003,0,1740.5823,20.21294,2.804991,1
174,2004,1,1746.1912,62.28709,2.118684,1
174,2005,1,1585.2378,35.73976,0.6278041,2
174,2006,1,1698.2875,59.22494,2.857069,1
174,2007,1,1404.7558,53.1437,0.8387176,2
174,2008,1,1568.1698,54.89741,1.700047,1
174,2009,1,1981.1662,48.77993,0.0395844,1
175,2000,0,1507.5952,41.09879,2.052131,2
175,2001,0,1437.6497,51.43668,0.7006371,1
175,2002,0,1567.9179,58.25926,1.910566,0
175,2003,0,1153.7038,55.57494,2.36863,1
175,2004,0,1569.1062,70.86939,2.209488,1
175,2005,0,2016.0764,84.28817,2.03562,1
175,2006,0,1263.7589,42.44164,2.540397,1
175,2007,0,1583.3517,48.34033,1.721855,2
175,2008,0,1499.8426,98.29299,0.2222032,3
175,2009,0,1490.8914,80.05574,0.2761634,2
176,2000,0,1484.2309,49.33007,2.928226,0
176,2001,0,1722.4742,42.1563,1.664756,0
176,2002,0,1176.1744,51.79199,3.869334,0
176,2003,0,1715.1572,62.0883,2.217734,0
176,2004,0,1526.8721,78.90598,2.38911,0
176,2005,0,977.48695,13.73539,1.485874,0
176,2006,1,1691.7995,47.62548,2.507287,1
176,2007,1,1613.0615,102.1297,1.289998,1
176,2008,1,1321.3885,63.53848,0.5453429,1
176,2009,1,1630.4951,67.55179,1.092881,1
177,2000,0,1109.4039,49.80545,2.392555,1
177,2001,0,1296.883,78.74239,2.652353,0
177,2002,0,1519.4122,29.11932,4.120872,0
177,2003,0,1001.4481,51.51504,3.090751,1
177,2004,0,1157.2956,19.94934,2.573436,0
177,2005,0,1202.1464,61.62524,2.644631,0
177,2006,0,1532.4188,56.40307,3.438488,0
177,2007,0,1636.3865,33.76637,3.628161,1
177,2008,0,1236.1796,82.57264,2.343482,0
177,2009,1,1293.9594,76.7412,2.255259,1
178,2000,0,1547.1446,86.06686,2.745425,1
178,2001,1,1610.5442,35.97215,3.226567,1
178,2002,1,1370.4033,43.63063,3.710622,1
178,2003,1,2125.8024,95.29961,2.679986,1
178,2004,1,1632.5177,82.53535,3.198222,1
178,2005,1,1526.2189,93.33306,1.207764,1
178,2006,1,1461.5182,59.81626,0.6662025,1
178,2007,1,1884.094,66.65405,1.800424,2
178,2008,1,1744.9584,79.7721,0.8824241,2
178,2009,1,1058.381,33.56131,2.060295,1
179,2000,0,1294.9935,66.86609,1.911051,1
179,2001,0,1373.7277,114.4383,2.789257,0
179,2002,0,1502.8043,57.87128,2.421878,0
179,2003,0,1690.7831,34.83913,3.306842,1
179,2004,0,1184.6555,70.06852,2.035584,0
179,2005,0,1481.7757,46.79456,1.797839,0
179,2006,0,2016.2169,68.0225,2.156347,0
179,2007,1,1594.2159,87.69353,2.653474,1
179,2008,1,1370.0742,74.86295,1.514378,1
179,2009,1,1180.845,52.03805,1.54335,1
180,2000,0,1361.9214,80.38905,1.592961,2
180,2001,1,1259.8117,29.23951,1.744024,2
180,2002,1,1461.9808,68.56195,3.220379,3
180,2003,1,1740.0395,59.72045,3.051076,3
180,2004,1,1587.4976,18.68108,2.931412,1
180,2005,1,1437.6481,40.16223,1.930783,2
180,2006,1,1043.4799,60.14251,1.829587,1
180,2007,1,1829.8545,83.2327,0.3599476,2
180,2008,1,1474.8204,65.18363,0.5706931,2
180,2009,1,1614.3528,60.22216,1.146198,2
181,2000,0,1232.572,78.5214,5.126697,0
181,2001,0,1383.0864,69.31573,2.078871,0
181,2002,0,1329.8382,83.24387,2.85515,1
181,2003,1,1181.903,73.30763,0.2889057,2
181,2004,1,1306.4558,48.82405,2.704873,1
181,2005,1,1577.523,79.19339,1.69849,2
181,2006,1,1668.7862,85.90679,0.5878643,1
181,2007,1,1375.9985,91.76349,2.827579,0
181,2008,1,1222.7172,51.68441,2.006017,1
181,2009,1,1474.3895,57.48137,0.8151579,1
182,2000,1,1816.7212,85.77504,2.052155,4
182,2001,1,1297.5111,79.8062,2.228258,4
182,2002,1,1584.0567,55.63418,1.709275,4
182,2003,1,1381.1587,50.36302,2.441975,3
182,2004,1,1915.2335,60.49178,1.858203,3
182,2005,1,1430.1554,65.8867,2.196939,4
182,2006,1,1779.7393,50.04116,0,3
182,2007,1,1885.5161,77.24979,2.787667,4
182,2008,1,2044.9075,35.91301,1.085843,4
182,2009,1,1171.7353,45.08358,2.909779,3
183,2000,0,1082.8162,64.50854,0.987533,0
183,2001,0,1857.0486,50.18322,2.320401,0
183,2002,0,1805.3045,59.68563,4.13858,0
183,2003,0,1320.3515,60.65752,1.747499,0
183,2004,1,605.96742,98.48045,0,0
183,2005,1,1607.2101,39.95004,1.856112,2
183,2006,1,1126.0929,65.97457,2.35509,0
183,2007,1,1330.5387,42.8087,1.631189,2
183,2008,1,1638.5289,45.13854,1.63264,1
183,2009,1,1671.9658,49.21888,0.7907618,2
184,2000,0,1978.7356,66.65675,3.06028,0
184,2001,0,1395.153,92.62756,0,1
184,2002,0,1214.4158,85.64088,3.082213,1
184,2003,0,1777.2013,58.60843,2.426735,1
184,2004,0,1617.5544,60.846,1.312866,1
184,2005,0,1397.552,75.80222,1.031448,1
184,2006,0,1517.4743,66.32788,2.832282,1
184,2007,0,1394.3677,51.21071,1.448521,1
184,2008,1,1789.0115,81.11844,3.778735,3
184,2009,1,2086.561,103.285,0.6435922,2
185,2000,1,1361.9939,84.78848,2.921145,3
185,2001,1,1707.2634,94.20424,2.996304,4
185,2002,1,1123.9408,58.45186,0,4
185,2003,1,1257.8037,40.92534,1.169764,3
185,2004,1,1748.2207,27.47672,1.197681,4
185,2005,1,1561.17,24.17228,2.267558,4
185,2006,1,1249.373,58.42675,1.406559,3
185,2007,1,1581.6284,75.9528,1.586192,3
185,2008,1,1841.0361,85.272,1.555879,4
185,2009,1,1142.4948,66.28683,0,4
186,2000,0,2029.2213,55.85999,2.405684,1
186,2001,0,1674.6992,79.83698,2.076519,0
186,2002,0,1684.6815,42.88375,1.68443,0
186,2003,0,1501.163,42.9367,2.912227,1
186,2004,0,2032.3657,82.58241,3.696606,0
186,2005,0,1793.0233,43.26664,0.958415,1
186,2006,0,1393.1297,48.62586,4.139565,1
186,2007,0,1731.1346,47.75762,2.648961,1
186,2008,1,1358.328,66.966,1.336111,2
186,2009,1,1498.9546,76.75365,4.865626,1
187,2000,0,1946.3334,81.74245,1.928949,1
187,2001,0,1621.4687,54.60842,1.634652,1
187,2002,0,1701.0513,63.65363,2.902989,2
187,2003,0,1855.7774,83.25917,2.324401,1
187,2004,0,1667.9257,56.07175,1.500594,1
187,2005,0,1256.3846,44.30557,2.847445,1
187,2006,0,2001.9972,57.1885,1.27925,1
187,2007,1,1736.0544,55.20327,1.587272,2
187,2008,1,1755.1866,68.16582,0.3138099,2
187,2009,1,1596.4725,65.42725,0.8181089,1
188,2000,0,1840.3101,65.05479,3.649072,3
188,2001,0,2081.2108,54.81017,1.228927,2
188,2002,0,1396.3189,45.31799,2.104563,2
188,2003,0,1820.2374,81.18626,0.8126502,3
188,2004,0,1513.6272,71.99927,2.824125,2
188,2005,1,982.3838,51.12751,1.585912,3
188,2006,1,1159.646,60.45879,0,4
188,2007,1,1707.4861,91.31758,0.6865313,4
188,2008,1,1881.8966,67.38051,0,5
188,2009,1,1763.1753,67.50671,0,4
189,2000,0,1736.0673,97.90861,2.109384,1
189,2001,0,2278.1777,94.18867,0.0508839,2
189,2002,0,1663.9423,53.82286,0.6485441,1
189,2003,0,1424.4893,85.65276,3.508598,1
189,2004,0,1468.6888,61.28818,2.253509,2
189,2005,0,1996.1898,48.94988,1.326847,1
189,2006,1,1203.1548,88.1149,0.8897145,2
189,2007,1,1951.3875,55.32375,0.0033893,3
189,2008,1,1582.6674,55.62747,1.494437,2
189,2009,1,1325.5486,55.62893,1.282015,3
190,2000,0,1068.0787,101.4205,2.915969,0
190,2001,0,1949.9328,50.46006,2.279588,0
190,2002,1,1324.0568,51.18786,2.327733,1
190,2003,1,1597.4979,59.12903,1.450341,0
190,2004,1,1286.7144,73.41138,3.199943,2
190,2005,1,2169.8976,70.30906,1.270979,0
190,2006,1,1610.2117,52.75585,1.863737,2
190,2007,1,1178.1262,74.25711,2.077695,1
190,2008,1,1450.1799,91.63179,0.7546021,0
190,2009,1,1996.455,37.50151,2.045534,1
191,2000,1,1290.9999,49.27935,4.81986,4
191,2001,1,1475.1368,74.9901,2.790414,3
191,2002,1,1935.0866,44.69426,2.513095,2
191,2003,1,1684.9721,63.75186,1.286599,3
191,2004,1,1218.5718,87.60037,3.461281,1
191,2005,1,1649.6393,78.94949,0.8227627,3
191,2006,1,1532.6489,75.7466,2.031036,3
191,2007,1,1595.9338,80.90613,1.695691,2
191,2008,1,1860.4634,75.10313,2.057693,3
191,2009,1,1650.2454,59.75774,2.38306,3
192,2000,0,1477.1347,84.06868,1.700668,4
192,2001,0,1462.8666,55.11201,2.727951,3
192,2002,0,1826.6553,65.03628,1.017512,3
192,2003,0,1283.3929,29.71596,0.6433814,3
192,2004,1,930.01463,49.74486,0.4390736,4
192,2005,1,1513.8676,66.7112,1.606099,4
192,2006,1,1695.0112,67.47843,4.210502,4
192,2007,1,1454.6795,83.02344,0,5
192,2008,1,1422.1253,55.46378,0,3
192,2009,1,1471.2184,56.76104,0.3365726,4
193,2000,0,1498.4511,54.16123,0.466268,1
193,2001,0,1115.3251,65.98047,1.358437,0
193,2002,0,1698.769,97.91376,1.18052,0
193,2003,0,709.0934,10.88339,1.477356,0
193,2004,0,1666.0734,56.90729,2.827435,1
193,2005,0,1596.5422,58.94576,0,1
193,2006,0,1653.3226,23.90092,1.779363,1
193,2007,0,926.69535,56.78561,1.648287,1
193,2008,0,1591.6308,58.85006,1.443429,1
193,2009,0,1341.1697,54.63438,1.428655,1
194,2000,0,1985.0078,47.78296,0.2379275,2
194,2001,1,1689.2396,65.14481,0,3
194,2002,1,1225.3832,38.9249,0.5994914,3
194,2003,1,1073.5226,43.89415,1.117917,2
194,2004,1,1392.8078,59.93924,0.3300903,4
194,2005,1,1827.4799,88.70676,0.2550119,3
194,2006,1,1927.8811,77.48547,0,4
194,2007,1,1633.8697,78.61595,0.1262613,3
194,2008,1,1604.6786,105.2788,1.704207,4
194,2009,1,1478.0497,73.59025,0.3456977,3
195,2000,0,1499.7171,44.06068,2.754176,2
195,2001,0,1871.408,57.45909,1.570915,2
195,2002,0,1401.5459,46.8735,2.242446,2
195,2003,0,1704.4448,64.32993,1.395454,2
195,2004,1,1421.4602,55.98673,0.1368155,3
195,2005,1,1883.7793,49.98507,2.025095,3
195,2006,1,1752.2969,86.00348,1.884398,2
195,2007,1,1872.7474,88.63847,0.5662555,3
195,2008,1,2142.9623,75.01801,0.5347295,2
195,2009,1,806.23261,38.02336,1.479551,2
196,2000,0,1731.7376,69.74861,1.743147,2
196,2001,0,1648.4261,54.24815,2.086716,1
196,2002,0,1640.4164,92.11985,1.764665,2
196,2003,0,1573.6636,41.82313,0.9027975,1
196,2004,0,1575.6376,78.90853,0.985059,2
196,2005,0,1604.531,78.77515,2.549746,1
196,2006,0,1775.3347,85.68228,1.003239,0
196,2007,1,1829.8217,72.22412,3.170934,1
196,2008,1,1568.1054,59.07899,1.354581,2
196,2009,1,1526.6057,113.1283,3.377222,2
197,2000,0,1513.0431,47.58923,1.252476,1
197,2001,0,1381.5087,78.17725,1.374075,1
197,2002,0,2039.7688,70.76633,1.155665,1
197,2003,0,1123.9209,68.09709,3.392502,1
197,2004,0,1730.2541,74.05335,0.8922695,1
197,2005,0,1730.4048,45.65425,3.835075,2
197,2006,0,1345.4351,36.60889,3.91485,1
197,2007,0,1595.0159,40.40626,2.604874,1
197,2008,1,1957.1451,60.65095,2.227474,3
197,2009,1,1482.0571,69.78494,1.118675,2
198,2000,0,1898.035,55.23318,5.545959,0
198,2001,1,1916.3263,40.43555,3.209296,1
198,2002,1,1365.3126,82.02417,2.533184,0
198,2003,1,1248.48,31.71202,4.404869,0
198,2004,1,1629.5359,75.89058,1.294125,1
198,2005,1,1211.0399,47.0824,2.723924,2
198,2006,1,709.1071,81.44254,2.145325,0
198,2007,1,1434.1625,53.82953,4.0908,0
198,2008,1,2231.3924,37.10258,2.731754,0
198,2009,1,1446.477,63.67339,1.7433,0
199,2000,0,1619.799,49.39062,1.993308,0
199,2001,0,1714.2885,83.35977,2.132117,0
199,2002,0,1491.7828,71.51257,2.59324,0
199,2003,0,1403.2998,51.45134,2.222296,1
199,2004,0,1873.4629,48.68073,3.582047,0
199,2005,0,1515.6686,43.2053,2.376608,0
199,2006,0,1478.1687,53.06352,1.601847,1
199,2007,0,1742.667,94.70128,3.06306,0
199,2008,0,1195.8863,59.08383,1.892825,1
199,2009,0,1124.1748,80.18234,2.716139,1
200,2000,0,1019.8171,30.58066,4.373473,0
200,2001,0,1675.4534,28.33494,2.099246,2
200,2002,0,1455.9331,45.65083,1.215754,2
200,2003,0,1754.0983,80.68271,2.31507,1
200,2004,0,1523.8237,59.4608,1.62133,1
200,2005,0,1093.875,78.73233,1.292539,1
200,2006,0,1395.3343,89.22955,0,1
200,2007,0,1776.4026,48.61951,0.7622986,1
200,2008,0,1423.6344,80.92294,2.451108,1
200,2009,0,1860.0515,96.36127,2.541257,1
201,2000,0,1371.3142,84.38351,0.974485,0
201,2001,0,1720.1369,35.32253,1.265677,2
201,2002,1,1044.0782,23.34213,2.573854,1
201,2003,1,1512.6284,56.15376,0.8526211,2
201,2004,1,1463.8985,56.42347,1.030563,2
201,2005,1,1159.252,78.44981,0.8093941,3
201,2006,1,1915.3311,49.80047,0.7005557,2
201,2007,1,1390.4359,72.21921,0.9643107,2
201,2008,1,1359.7921,41.93388,0.7463164,2
201,2009,1,1971.4931,76.61618,0,3
202,2000,0,1552.0328,56.37843,1.922512,1
202,2001,0,1736.4299,74.53438,2.134434,2
202,2002,1,1064.5543,53.36902,2.233774,2
202,2003,1,1342.5034,19.27677,1.400823,3
202,2004,1,2206.3056,82.24246,0.0086096,3
202,2005,1,1835.3761,91.75452,0.5349567,3
202,2006,1,1254.133,45.82457,1.114824,2
202,2007,1,1645.1427,82.64202,1.496977,2
202,2008,1,1277.7736,50.51056,0.5182567,1
202,2009,1,2001.0342,43.01223,3.069822,2
203,2000,1,900.34682,46.77729,4.258482,2
203,2001,1,1659.9771,62.92351,0.1752367,2
203,2002,1,1661.3543,40.20515,2.65974,3
203,2003,1,1244.7666,89.44032,1.141712,3
203,2004,1,1498.7527,34.3709,1.266395,2
203,2005,1,1693.366,56.10515,1.517127,3
203,2006,1,1046.3742,42.01865,0.2904509,3
203,2007,1,1195.5265,89.03128,2.592555,2
203,2008,1,1533.5357,35.18789,0.6641737,3
203,2009,1,1329.5217,79.79877,0.6025519,3
204,2000,0,1366.5592,67.60863,1.794345,2
204,2001,0,1499.5547,40.04088,0.1726321,2
204,2002,0,1230.8137,55.2767,1.536805,3
204,2003,0,1499.2295,61.34093,0.0620397,2
204,2004,0,1592.7253,77.6263,3.181696,2
204,2005,0,1739.4409,54.49515,0.4022269,1
204,2006,0,1130.5729,73.93459,1.313602,2
204,2007,1,1389.7406,64.8729,0,2
204,2008,1,1756.0075,76.58432,0.2001,3
204,2009,1,1134.0512,43.71608,1.696958,4
205,2000,0,1538.1745,60.55923,1.657684,1
205,2001,0,1513.2402,67.33701,4.043022,1
205,2002,0,731.68689,58.9498,0.2450672,1
205,2003,0,1354.7935,62.75682,1.474572,1
205,2004,0,1599.8408,107.8444,0.2266782,1
205,2005,0,1442.2342,75.90823,1.319195,0
205,2006,0,1366.1604,78.21062,0.7901075,1
205,2007,0,1552.8295,70.46622,1.596878,1
205,2008,0,1799.7838,78.66307,0.9436384,1
205,2009,0,1664.2309,70.61442,1.154583,0
206,2000,0,1282.2957,99.17845,3.396636,0
206,2001,0,1066.5443,59.46385,3.311639,0
206,2002,0,1658.8103,83.21495,4.068687,0
206,2003,0,1154.0593,103.2469,0.9989462,0
206,2004,0,1346.2953,76.52395,1.053288,1
206,2005,1,1636.2285,60.67228,4.20054,1
206,2006,1,1928.1234,54.60078,4.464301,0
206,2007,1,1966.9126,59.75796,3.002379,0
206,2008,1,1595.182,73.78602,1.893947,1
206,2009,1,1429.9438,99.98452,1.268833,1
207,2000,0,1142.7118,73.49961,3.114774,1
207,2001,0,2090.373,63.17269,3.07077,2
207,2002,0,1416.2507,58.064,4.453389,1
207,2003,0,1712.2276,64.13336,3.164265,1
207,2004,0,1568.1249,38.86866,2.44341,0
207,2005,0,1355.2235,54.39776,1.25505,2
207,2006,0,1347.0244,53.43916,0.8053548,1
207,2007,1,1160.4882,117.1671,2.023512,2
207,2008,1,1918.5554,87.72304,2.873859,2
207,2009,1,1546.5689,44.00396,2.51457,2
208,2000,0,1936.8849,37.98473,3.833485,1
208,2001,0,1370.5235,37.58498,2.93075,0
208,2002,0,1416.726,92.43982,1.971715,0
208,2003,0,1163.5866,34.65507,3.927581,0
208,2004,0,1411.6181,96.3109,1.049197,0
208,2005,0,1132.6359,66.12103,1.414632,1
208,2006,0,1625.355,61.33397,1.399039,0
208,2007,0,1539.6121,42.50359,2.445168,0
208,2008,1,2022.8924,95.50573,2.898584,1
208,2009,1,1146.0593,72.38493,1.992849,0
209,2000,0,1870.2965,86.70503,3.297213,0
209,2001,0,1215.8495,56.7081,4.291509,0
209,2002,0,1610.7239,79.44017,2.816096,0
209,2003,0,1161.1948,91.24433,4.009429,0
209,2004,0,1566.1813,77.56721,4.272316,0
209,2005,0,750.14115,36.3873,2.830243,0
209,2006,0,1304.1459,73.43999,2.199601,0
209,2007,0,1534.8647,80.44455,3.318715,1
209,2008,0,2034.2947,103.8801,2.38572,0
209,2009,0,865.90837,70.3588,1.996176,0
210,2000,0,1505.0279,87.08059,1.196226,3
210,2001,0,1344.8141,75.77405,2.836847,2
210,2002,0,929.64995,32.19709,1.540369,2
210,2003,0,1166.8082,78.25578,0.1793867,3
210,2004,0,1365.5087,66.05447,1.971374,2
210,2005,0,1646.168,106.401,2.023431,3
210,2006,0,1533.4061,36.54862,2.446774,2
210,2007,0,1112.1401,38.47848,1.532206,3
210,2008,0,957.25057,74.08046,0.5824417,3
210,2009,0,1631.1329,96.54353,2.746719,2
211,2000,0,1443.6673,62.03137,1.061683,0
211,2001,0,1988.2467,67.58274,0.9715379,0
211,2002,0,1399.1556,68.13453,2.300785,0
211,2003,0,1841.4389,58.73151,2.421917,0
211,2004,0,1666.1184,86.41193,0.3624168,0
211,2005,0,1755.5656,57.90335,0.801922,0
211,2006,0,1634.1746,80.34842,2.08004,0
211,2007,0,1641.0889,39.94572,2.02244,0
211,2008,0,813.08611,92.50153,2.645077,0
211,2009,0,1431.2318,21.90503,0.2140181,0
212,2000,0,1306.8832,41.80372,2.350767,1
212,2001,0,1885.2667,113.9215,1.876328,1
212,2002,0,1202.2798,64.04321,1.035209,1
212,2003,0,1423.5106,51.03904,2.493821,1
212,2004,0,1743.8574,41.89647,3.365153,1
212,2005,0,1592.6877,57.2056,2.317409,1
212,2006,0,1555.2732,71.34801,3.277345,1
212,2007,0,1836.1291,78.09529,2.225158,2
212,2008,0,1581.3925,72.2592,1.252483,2
212,2009,0,1341.3975,27.6891,1.924698,1
213,2000,0,1114.8321,63.92696,3.779059,2
213,2001,0,1647.6767,73.25639,3.804161,1
213,2002,0,1275.0859,69.7235,3.61585,1
213,2003,0,1434.3902,64.93317,2.230757,2
213,2004,1,1903.0057,44.45046,1.474713,3
213,2005,1,1514.858,46.71782,2.901546,2
213,2006,1,1445.9917,88.72183,1.700649,2
213,2007,1,1492.2954,49.40912,1.219784,3
213,2008,1,1506.0049,50.61953,1.888492,2
213,2009,1,1282.4418,56.89922,0.6323739,3
214,2000,0,2008.5094,45.75246,5.083904,0
214,2001,0,1339.9917,76.07604,4.101061,0
214,2002,1,1814.9528,42.78039,4.565022,1
214,2003,1,1274.7461,84.42757,3.402956,0
214,2004,1,1745.1801,40.55586,3.068913,0
214,2005,1,1633.3335,60.74173,2.91264,0
214,2006,1,1588.3857,72.75944,1.962058,1
214,2007,1,1634.8338,82.1597,1.928807,1
214,2008,1,1707.8016,62.57787,2.027336,1
214,2009,1,1508.7063,51.03239,4.121525,0
215,2000,0,1454.4456,92.92535,2.428443,1
215,2001,0,1679.5371,70.42472,1.317506,1
215,2002,0,1163.3905,58.22086,2.423519,1
215,2003,0,1118.0894,24.80808,1.735824,2
215,2004,1,1633.154,70.16296,1.646701,3
215,2005,1,978.27227,59.68305,0,3
215,2006,1,1073.0323,33.61269,1.359997,2
215,2007,1,2118.7496,55.56494,2.061684,2
215,2008,1,2045.8819,72.32591,1.720594,2
215,2009,1,1408.6321,73.43423,0.5961918,2
216,2000,0,1804.7479,47.67951,3.12046,3
216,2001,0,1813.5447,47.95873,1.185053,3
216,2002,0,1647.1097,68.78419,2.155695,2
216,2003,0,1480.4697,47.98034,1.222714,2
216,2004,0,1692.8413,62.91469,0,3
216,2005,0,1743.4231,102.9406,2.069842,2
216,2006,0,1696.0286,66.10709,2.413419,3
216,2007,0,1039.7857,80.85286,1.247754,2
216,2008,0,2117.2915,46.26287,0.3159197,2
216,2009,0,2225.0524,56.89355,0.8574378,2
217,2000,0,931.98837,43.53868,1.853162,1
217,2001,0,1657.7598,44.49887,2.663384,1
217,2002,0,2117.4425,35.80615,1.390997,1
217,2003,0,1808.143,71.94276,1.872118,1
217,2004,1,1881.1562,76.5493,2.978647,2
217,2005,1,1148.2735,42.56918,1.359514,2
217,2006,1,1815.6411,53.25318,1.686734,2
217,2007,1,1652.8932,68.08832,1.492527,2
217,2008,1,1814.2231,68.5584,2.762729,2
217,2009,1,1271.7063,83.37885,1.647007,2
218,2000,0,1185.0219,84.52438,1.932992,2
218,2001,0,1462.3956,51.25769,2.516551,2
218,2002,0,1392.7327,62.57436,1.743941,2
218,2003,0,1459.4404,44.57793,4.63329,2
218,2004,1,1434.3153,94.38796,1.343388,2
218,2005,1,1521.2409,70.53857,1.358704,3
218,2006,1,1380.7649,83.68293,1.60988,3
218,2007,1,1566.4959,58.39964,0.5047884,3
218,2008,1,1152.1156,81.93633,1.410117,3
218,2009,1,1732.5226,82.21233,0.652253,3
219,2000,0,1581.0946,91.389,1.959051,2
219,2001,0,1119.6349,34.3201,3.658197,2
219,2002,0,1901.4889,70.51088,1.978709,2
219,2003,0,1261.8236,84.56905,2.691351,2
219,2004,0,1863.3302,49.91991,2.301549,3
219,2005,0,1604.4642,76.48224,3.554393,1
219,2006,0,1807.0909,79.49756,2.987658,2
219,2007,0,1557.3367,79.59432,0.5891413,2
219,2008,0,1674.2675,73.41743,1.792387,2
219,2009,0,1801.3007,80.36507,1.866812,2
220,2000,0,2075.6849,79.41179,3.708956,2
