"Variable","Statistic","Full_Sample","ISO14001_No","ISO14001_Yes","P_Value"
"rd","Min",2246.1558,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2006.3501,133.6687,135.684,0.0357124491804931
"releases","Mean",2185.9789,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1739.8674,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1936.6838,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1959.8062,6.254692,5.208553,1.487922985421e-134
"insp","Mean",2030.1357,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1954.4242,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1892.9119,0,0,7.2738672869272e-311
"insp","Max",2132.857,5,6,7.2738672869272e-311
"sales","Mean",1846.2465,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",2053.3755,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1704.1025,215.09403,594.30968,1.59488133699139e-25
"sales","Max",2121.0862,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1878.5616,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1866.5564,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",2004.4831,-13.55661,-9.617299,0.0357124491804931
"rd","Max",1972.8233,133.6687,135.684,0.0357124491804931
"releases","Mean",1867.9765,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1866.1771,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",2119.6014,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1961.6747,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1918.4459,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",2055.9285,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",2147.6987,0,0,7.2738672869272e-311
"insp","Max",1900.4285,5,6,7.2738672869272e-311
"sales","Mean",1922.9864,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1857.3414,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2047.8584,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1920.3903,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",2042.5706,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",2046.0908,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",2265.4547,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2057.2946,133.6687,135.684,0.0357124491804931
"releases","Mean",1889.7392,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1907.4218,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",2078.445,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1978.2646,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1803.6626,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1873.6632,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",2087.7723,0,0,7.2738672869272e-311
"insp","Max",1923.1043,5,6,7.2738672869272e-311
"sales","Mean",1998.3525,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1807.6859,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2018.8694,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1691.9026,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1875.0221,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",2026.3742,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1777.7956,-13.55661,-9.617299,0.0357124491804931
"rd","Max",1973.1625,133.6687,135.684,0.0357124491804931
"releases","Mean",1930.7582,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1927.7878,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",2053.5836,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1731.196,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1714.4062,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1784.5891,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1739.1545,0,0,7.2738672869272e-311
"insp","Max",1823.6971,5,6,7.2738672869272e-311
"sales","Mean",2124.3865,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1693.8021,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2015.9925,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1867.6152,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1770.8746,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1921.7463,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",2033.9946,-13.55661,-9.617299,0.0357124491804931
"rd","Max",1975.6386,133.6687,135.684,0.0357124491804931
"releases","Mean",2289.6396,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1958.7626,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",2337.0916,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",2192.4478,6.254692,5.208553,1.487922985421e-134
"insp","Mean",2589.7408,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",2019.2196,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1978.4411,0,0,7.2738672869272e-311
"insp","Max",1771.5,5,6,7.2738672869272e-311
"sales","Mean",2066.4684,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1825.4425,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2115.0947,215.09403,594.30968,1.59488133699139e-25
"sales","Max",2033.6292,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1824.3807,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",2128.7135,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1729.6129,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2069.8787,133.6687,135.684,0.0357124491804931
"releases","Mean",1764.117,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1973.7319,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1785.9836,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1931.3359,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1976.0373,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",2115.3937,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1984.6236,0,0,7.2738672869272e-311
"insp","Max",2154.5302,5,6,7.2738672869272e-311
"sales","Mean",1925.9687,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1762.3171,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2125.7189,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1986.1447,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",2121.2725,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1907.7342,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1783.9954,-13.55661,-9.617299,0.0357124491804931
"rd","Max",1985.4543,133.6687,135.684,0.0357124491804931
"releases","Mean",1956.0673,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1786.4609,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1881.8715,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1795.4716,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1743.0888,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1874.2642,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",2156.0653,0,0,7.2738672869272e-311
"insp","Max",1952.7766,5,6,7.2738672869272e-311
"sales","Mean",2103.1541,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1882.7131,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1760.6518,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1879.2631,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",2181.4899,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1796.013,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1852.4297,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2109.1086,133.6687,135.684,0.0357124491804931
"releases","Mean",1781.9785,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",2002.8822,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",2213.7571,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",2081.234,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1904.1353,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1926.4041,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1811.0066,0,0,7.2738672869272e-311
"insp","Max",1910.0381,5,6,7.2738672869272e-311
"sales","Mean",1955.3122,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",2065.0715,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1836.1789,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1970.9322,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",2241.9767,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1865.9133,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1822.2846,-13.55661,-9.617299,0.0357124491804931
"rd","Max",1861.4791,133.6687,135.684,0.0357124491804931
"releases","Mean",2354.8789,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",2074.7509,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1932.7836,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1680.5749,6.254692,5.208553,1.487922985421e-134
"insp","Mean",2092.2098,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",2388.6636,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",2117.5196,0,0,7.2738672869272e-311
"insp","Max",2465.7318,5,6,7.2738672869272e-311
"sales","Mean",2104.3978,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",2386.5718,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2130.7196,215.09403,594.30968,1.59488133699139e-25
"sales","Max",2164.9396,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",2065.3857,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",2080.374,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",2007.1128,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2099.4675,133.6687,135.684,0.0357124491804931
"releases","Mean",1917.7727,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",2020.9938,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1928.6135,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",2081.37,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1899.9641,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1981.1662,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",2016.0764,0,0,7.2738672869272e-311
"insp","Max",1722.4742,5,6,7.2738672869272e-311
"sales","Mean",1636.3865,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",2125.8024,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2016.2169,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1829.8545,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1668.7862,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",2044.9075,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1857.0486,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2086.561,133.6687,135.684,0.0357124491804931
"releases","Mean",1841.0361,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",2032.3657,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",2001.9972,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",2081.2108,6.254692,5.208553,1.487922985421e-134
"insp","Mean",2278.1777,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",2169.8976,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1935.0866,0,0,7.2738672869272e-311
"insp","Max",1826.6553,5,6,7.2738672869272e-311
"sales","Mean",1698.769,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1985.0078,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2142.9623,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1829.8217,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",2039.7688,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",2231.3924,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1873.4629,-13.55661,-9.617299,0.0357124491804931
"rd","Max",1860.0515,133.6687,135.684,0.0357124491804931
"releases","Mean",1971.4931,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",2206.3056,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1693.366,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1756.0075,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1799.7838,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1966.9126,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",2090.373,0,0,7.2738672869272e-311
"insp","Max",2022.8924,5,6,7.2738672869272e-311
"sales","Mean",2034.2947,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1646.168,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1988.2467,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1885.2667,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1903.0057,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",2008.5094,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",2118.7496,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2225.0524,133.6687,135.684,0.0357124491804931
"releases","Mean",2117.4425,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1732.5226,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1901.4889,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",2075.6849,6.254692,5.208553,1.487922985421e-134
"insp","Mean",2066.8295,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",2089.0686,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",2118.6034,0,0,7.2738672869272e-311
"insp","Max",2222.4565,5,6,7.2738672869272e-311
"sales","Mean",2128.0841,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",2026.0739,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2094.768,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1924.4067,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1798.8984,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",2114.5396,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",2241.4223,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2155.6301,133.6687,135.684,0.0357124491804931
"releases","Mean",2169.1431,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",2288.8296,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1968.0737,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",2246.9108,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1952.6774,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",2144.9268,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1841.0026,0,0,7.2738672869272e-311
"insp","Max",2168.6849,5,6,7.2738672869272e-311
"sales","Mean",1892.3293,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1925.9236,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2072.6625,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1865.2457,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1978.1562,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1759.6795,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",2252.1255,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2317.3087,133.6687,135.684,0.0357124491804931
"releases","Mean",2255.6597,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1726.0521,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1714.9985,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1659.9906,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1893.636,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1882.4377,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1887.0952,0,0,7.2738672869272e-311
"insp","Max",2081.5768,5,6,7.2738672869272e-311
"sales","Mean",2133.1367,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1747.9857,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2075.0992,215.09403,594.30968,1.59488133699139e-25
"sales","Max",2067.8009,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1820.6382,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1884.0224,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1805.6721,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2029.8638,133.6687,135.684,0.0357124491804931
"releases","Mean",2023.8632,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1947.0774,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1954.671,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",2029.3646,6.254692,5.208553,1.487922985421e-134
"insp","Mean",2062.1521,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1825.8335,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1999.7295,0,0,7.2738672869272e-311
"insp","Max",1935.9067,5,6,7.2738672869272e-311
"sales","Mean",1843.8181,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",2187.1564,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2007.5657,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1668.2054,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1820.1262,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1782.4955,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1841.9693,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2032.8684,133.6687,135.684,0.0357124491804931
"releases","Mean",2209.4802,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",2205.2487,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1854.8094,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",2083.9145,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1843.4863,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1738.9167,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",2286.2338,0,0,7.2738672869272e-311
"insp","Max",1954.2619,5,6,7.2738672869272e-311
"sales","Mean",2160.4318,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1804.0384,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2044.457,215.09403,594.30968,1.59488133699139e-25
"sales","Max",2018.8175,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",2156.5216,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1951.0264,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",2333.9379,-13.55661,-9.617299,0.0357124491804931
"rd","Max",1719.4083,133.6687,135.684,0.0357124491804931
"releases","Mean",2001.8743,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",2073.898,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1812.8107,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1941.6934,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1976.134,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1971.3522,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",2050.5395,0,0,7.2738672869272e-311
"insp","Max",2317.958,5,6,7.2738672869272e-311
"sales","Mean",1904.0814,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",2070.6956,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1882.1394,215.09403,594.30968,1.59488133699139e-25
"sales","Max",2091.8365,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",2007.4517,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",2118.0133,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1856.7492,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2302.082,133.6687,135.684,0.0357124491804931
"releases","Mean",1903.1635,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",2038.2992,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",2214.7263,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",2025.6056,6.254692,5.208553,1.487922985421e-134
"insp","Mean",2054.9151,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",2085.4143,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1851.6159,0,0,7.2738672869272e-311
"insp","Max",1885.2426,5,6,7.2738672869272e-311
"sales","Mean",1902.9562,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",2041.0991,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1947.8562,215.09403,594.30968,1.59488133699139e-25
"sales","Max",2015.4491,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",2134.1199,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1857.5464,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1905.6264,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2247.7163,133.6687,135.684,0.0357124491804931
"releases","Mean",1888.2072,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1827.8053,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",2026.7662,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1681.585,6.254692,5.208553,1.487922985421e-134
"insp","Mean",2082.9192,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",2126.5996,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1888.5717,0,0,7.2738672869272e-311
"insp","Max",1730.3951,5,6,7.2738672869272e-311
"sales","Mean",2091.6906,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1848.5777,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",1725.6339,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1839.0607,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1832.1279,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1845.8851,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1903.6204,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2338.5699,133.6687,135.684,0.0357124491804931
"releases","Mean",2095.2599,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",2203.0244,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1863.9125,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",2461.2232,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1944.0812,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",2075.6736,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1744.7389,0,0,7.2738672869272e-311
"insp","Max",2120.3498,5,6,7.2738672869272e-311
"sales","Mean",2103.7961,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1956.4178,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2224.8234,215.09403,594.30968,1.59488133699139e-25
"sales","Max",2118.7389,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1860.103,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1528.8473,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1827.8651,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2159.582,133.6687,135.684,0.0357124491804931
"releases","Mean",2046.4516,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1884.8105,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1903.6318,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",1921.7506,6.254692,5.208553,1.487922985421e-134
"insp","Mean",2028.9448,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",1902.8385,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1797.391,0,0,7.2738672869272e-311
"insp","Max",1745.8431,5,6,7.2738672869272e-311
"sales","Mean",1759.4257,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1971.8636,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2004.6203,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1763.4821,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",2337.7611,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1708.0503,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1866.3056,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2095.6325,133.6687,135.684,0.0357124491804931
"releases","Mean",1872.2426,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1828.5188,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1912.79,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",2115.7671,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1889.0742,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",2032.1284,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1928.6477,0,0,7.2738672869272e-311
"insp","Max",1605.6168,5,6,7.2738672869272e-311
"sales","Mean",2047.8849,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1985.6909,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2180.0285,215.09403,594.30968,1.59488133699139e-25
"sales","Max",1946.5722,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",1809.9029,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1884.6457,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",2184.6864,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2045.0128,133.6687,135.684,0.0357124491804931
"releases","Mean",1881.2956,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1760.0257,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1899.3306,0.0059095,0.0033893,1.487922985421e-134
"releases","Max",2346.3189,6.254692,5.208553,1.487922985421e-134
"insp","Mean",1969.5861,1.07001114827202,1.99800853485064,7.2738672869272e-311
"insp","SD",2002.5476,0.975618985044452,1.0860771047424,7.2738672869272e-311
"insp","Min",1913.5113,0,0,7.2738672869272e-311
"insp","Max",1932.3949,5,6,7.2738672869272e-311
"sales","Mean",2046.2655,1507.02283777035,1577.38437890185,1.59488133699139e-25
"sales","SD",1925.9966,295.984860610568,299.621113687715,1.59488133699139e-25
"sales","Min",2056.0961,215.09403,594.30968,1.59488133699139e-25
"sales","Max",2214.4522,2527.0477,2589.7408,1.59488133699139e-25
"rd","Mean",2089.7811,65.381795851282,66.3314577655761,0.0357124491804931
"rd","SD",1826.2815,20.3197083967886,19.8709077621676,0.0357124491804931
"rd","Min",1958.7466,-13.55661,-9.617299,0.0357124491804931
"rd","Max",2165.721,133.6687,135.684,0.0357124491804931
"releases","Mean",2168.9791,2.25699869390897,1.69255678486295,1.487922985421e-134
"releases","SD",1930.9771,1.06929871500157,0.933493346604401,1.487922985421e-134
"releases","Min",1876.3467,0.0059095,0.0033893,1.487922985421e-134
