year,hhid,cropsystem,farmsize,fworkers,olandvalue,ownland,extvisits,educhead,educspouse,agehead,agespouse,hhavgeduc,lithead,malehead,literacy,hhsize,remmit,distance,comm,avghrsperwker,region1,region2,region3,region4,allagrtechs,seedtechs,seedfertechs,purchtechs,soilwatechs,stotoff_remit,slandvalue,sfarmrev,swageincome,snowageincome,totalland,propownland,fertilizer,urban,drought,_merge
1,2073000602,1,1.619433165,1,1415.762207,1.366396785,1,0,1,41,37,5.5,1,1,4,8,0,11,20730006,22,0,1,0,0,1,0,0,0,1,1453.515869,1415.762207,852.2102051,0,1453.515869,1.771255016,0.771428585,0,0,1,3
0,2073000603,1,1.214574814,1.333333254,270.2718964,3.129554749,0,2,0,45,45,2.833333254,0,0,4,9,0.015368883,48,20730006,54.01666641,0,1,0,0,1,0,0,0,1,105.7450943,270.2719116,35.13513565,0,105.7297287,4.544534683,0.688641429,0,0,1,3
1,2073000603,1,3.744939327,1.333333254,12269.93909,24.21457481,0,3,0,49,50,5,0,0,3,4,300.6134949,14.39999962,20730006,32.33333206,0,1,0,0,1,0,0,0,1,1455.403564,12269.93945,852.2102051,0,1154.790039,24.21457481,1,0,0,1,3
0,2073000604,1,2.226720572,4.375,124.3259506,2.469635725,0,0,1,50,47,0.666666687,0,1,0,7,0.005551497,48,20730006,137.6966705,0,1,0,0,1,0,0,0,1,918.3839722,124.3259506,35.13513565,0,918.378418,2.469635487,1,0,0,1,3
1,2073000604,1,2.429149628,4.375,3893.346069,4.453441143,0,0,1,54,52,5,0,1,2,11,0,14,20730006,137.25,0,1,0,0,1,0,0,0,1,1571.02417,3893.346191,852.2102051,25.95564079,1545.068481,4.858299732,0.916666627,0,0,1,3
0,2073000605,1,0.526315808,3.400000095,54.05459595,0.777327895,0,0,0,54,54,0,0,0,0,3,0,48,20730006,128.0599976,0,1,0,0,1,0,0,0,1,0,54.05459595,2.594594479,0,0,0.777327895,1,0,0,1,3
1,2073000605,1,0.506072879,3.400000095,7490.88623,8.097166061,0,0,0,58,70,0,0,0,0,4,603.6809692,14.39999962,20730006,89.11764526,0,1,0,0,1,1,1,1,1,1216.328491,7490.88623,852.2102051,0,612.6474609,8.097166061,1,0,0,1,3
0,2073000606,1,1.113360286,3.75,310.8118896,2.034412861,0,4,0,33,31,1.333333373,0,1,3,8,0,48,20730006,46.7100029,0,1,0,0,1,0,0,0,1,198.9189301,310.8118896,35.13513565,4.324324131,194.5946045,2.034412861,1,0,0,1,3
1,2073000606,0,1.619433165,3.75,7490.88623,2.688259125,2,4,0,37,39,4,0,1,3,7,0,7,20730006,30,0,1,0,0,1,0,0,0,1,194.6672821,7490.88623,852.2102051,24.77583694,169.891449,2.688259125,1,0,0,1,3
0,2073000607,1,3.036437273,3,1594.596786,13.81983757,4,13,1,55,37,5.714285851,1,1,2,12,0,48,20730006,43.63800049,0,1,0,0,1,1,1,1,1,1621.621582,1594.596802,25.94594574,0,1621.621582,13.81983757,1,0,0,1,3
1,2073000607,1,2.631578922,3,52383.19873,15.3785429,5,0,0,59,43,4.833333492,1,1,16,18,1604.530518,14,20730006,30.77777863,0,1,0,0,1,1,1,1,1,5842.378418,52383.19922,852.2102051,0,4237.848145,15.3785429,1,0,0,1,3
0,2073000608,1,1.619433165,1.916666627,102.7032394,2.491902828,0,2,0,65,57,2.333333254,1,1,2,4,0,48,20730006,67.10499573,0,1,0,0,1,0,0,0,1,0,102.7032394,35.13513565,0,0,2.491902828,1,0,0,1,3
1,2073000608,1,6.680161953,1.916666627,3020.29248,6.477732658,0,3,1,69,50,4.25,1,1,2,5,29.44785309,14.39999962,20730006,55.79999924,0,1,0,0,1,1,1,1,0,286.9277954,3020.29248,852.2102051,41.05709839,216.4228363,6.680161953,0.969696939,0,0,1,3
0,2073000609,1,3.238866329,2.333333254,216.217844,3.224696398,0,6,1,62,59,5,1,1,9,10,0.009408327,48,20730006,45.20999908,0,1,0,0,1,0,0,0,1,98.49589539,216.2178497,35.13513565,0,98.48648834,3.238866329,0.995625019,0,0,1,3
1,2073000609,1,1.923076868,2.333333254,7490.88623,2.834007978,0,5,0,66,63,4.5,1,1,2,8,0,7,20730006,32,0,1,0,0,1,1,1,1,0,634.7333984,7490.88623,852.2102051,0,634.7333984,2.834007978,1,0,0,1,3
0,2073000610,1,3.846153736,1,5810.811768,24.21457481,14,0,0,48,48,2,0,0,3,12,0.467494518,48,20730006,25.65125084,0,1,0,0,1,1,1,1,1,4108.575684,5810.811523,35.13513565,3243.243164,864.8648682,24.21457481,1,0,0,1,3
1,2073000610,1,8.502023697,1,67956.58203,18.21862411,6.5,12,0,52,52,9,1,0,6,9,4369.98584,7,20730006,28.33333397,0,1,0,0,1,0,0,1,1,13133.55273,67956.57813,852.2102051,0,8763.567383,18.21862411,1,0,0,1,3
0,2081000106,1,1.214574814,3.700000048,178.3789215,0.809716582,0,10,1,55,49,6.666666508,1,1,2,12,0,7,20810001,61.40800095,0,1,0,0,1,1,1,1,1,1141.621582,178.3789215,21.62162209,1141.621582,0,1.619433165,0.5,1,1,0,3
1,2081000106,1,0.647773266,3.700000048,4247.286377,1.012145758,0,0,0,59,51,10,1,0,6,10,3511.090088,0.029999999,20810001,37.16666794,0,1,0,0,1,1,1,1,1,8713.072266,4247.286133,1258.455322,0,5201.981934,1.214574814,0.833333373,1,1,0,3
0,2081000109,1,1.417003989,1.75,5675.677368,8.502023697,0,13,0,49,49,3.222222328,1,0,1,10,0,7,20810001,38.40800095,0,1,0,0,1,1,1,1,1,1886.48645,5675.677246,109.1891861,1724.324341,162.1621552,10.72874451,0.792452812,0,1,0,3
1,2081000109,1,1.680161953,1.75,1415.762207,0.404858291,2,0,0,53,53,8,1,0,9,10,750.3539429,1.5,20810001,53.33333206,0,1,0,0,0,0,0,0,0,3163.048584,1415.762207,1415.762207,595.7999268,1816.894775,2.024291515,0.199999988,0,1,1,3
0,2081000110,1,2.327935219,0.5,3378.380066,10.12145805,0,13,0,49,49,1.181818128,1,0,1,16,0.438276112,7,20810001,25.02799988,0,1,0,0,1,0,0,1,1,2151.789551,3378.380127,128.6486511,43.24324417,2108.10791,10.97165966,0.922509253,0,1,1,3
1,2081000110,1,1.012145758,0.5,2359.603577,2.327935219,0,0,0,53,54,13.19999981,1,0,13,15,1250.589844,1.5,20810001,2.777777672,0,1,0,0,1,0,0,0,1,3629.070313,2359.603516,643.3852539,0,2378.480469,2.327935219,1,0,1,1,3
0,2081000111,1,3.238866329,4.333333492,162162.1563,16.19433212,0,14,1,36,38,5.400000095,1,1,1,13,0,7,20810001,33.67666626,0,1,0,0,1,1,1,1,1,9064.865234,162162.1563,64.32432556,3443.243164,5621.621582,18.21862411,0.888888836,0,1,1,3
1,2081000111,1,0.607287407,4.333333492,0,0,11,0,0,40,45,11,1,1,9,9,0,0.100000001,20810001,17.07692337,0,1,0,0,1,0,0,0,1,3074.209473,0,28.31524277,2116.210449,957.9990234,0.607287407,0,0,1,1,3
0,2083000303,1,1.113360286,1.75,1513.514648,2.052631378,0,7,1,26,24,6.5,1,1,2,5,0,46,20830003,153.0800018,0,1,0,0,1,1,1,1,1,148.6486511,1513.514648,89.94594574,13.51351357,135.1351318,2.457489729,0.835255325,0,0,1,3
1,2083000303,1,0.708501995,1.75,1840.490837,0.785425127,0,0,0,30,30,0,1,1,2,6,1359.131714,2,20830003,46,0,1,0,0,1,1,1,1,1,3237.376221,1840.490845,2092.181885,0,1878.244507,0.987854302,0.795081973,0,0,0,3
0,2083000304,1,0.607287407,2,162.1637878,0.370445371,2,5,1,35,25,4.5,1,1,1,6,0,46,20830003,134.5150146,0,1,0,0,1,1,1,1,0,0,162.1637878,97.29729462,0,0,1.382591128,0.267935574,0,0,1,3
1,2083000304,1,0.639676094,2,471.9207153,0.141700402,0,1,0,39,30,1,0,1,1,7,344.5021362,2,20830003,62,0,1,0,0,1,1,1,1,0,1578.220947,471.9207153,1214.605957,9.08447361,1224.634277,0.639676094,0.221518993,0,0,1,3
0,2083000306,1,0.526315808,3.666666508,324.3254089,0.481781393,0,6,1,27,25,4,1,1,1,4,0.008181154,46,20830003,69.02000427,0,1,0,0,1,0,0,0,1,646.4946899,324.3254089,60,0,646.4865112,2.101214647,0.229287088,0,0,1,3
1,2083000306,1,1.334008098,3.666666508,471.9207153,0.271255046,0,0,0,31,28,0,1,1,1,7,0,2,20830003,91.5,0,1,0,0,1,1,1,1,1,3135.913086,471.9207153,1564.080078,115.620575,3020.29248,2.700404882,0.100449771,0,0,0,3
0,2083000307,0,0.506072879,2,810.8124237,1.398785472,0,12,0,48,43,5.199999809,1,1,0,12,0,46,20830003,77.81000519,0,1,0,0,1,1,1,1,0,0,810.812439,110.2702713,0,0,1.398785472,1,0,0,1,3
1,2083000307,1,0.319838047,2,2123.643311,0.923076928,1.5,0,0,52,48,9,1,1,3,8,0,5,20830003,58.25,0,1,0,0,1,0,0,0,1,1675.318604,2123.643311,1250.086548,0,1675.318604,0.923076928,1,0,0,1,3
0,2083000308,0,0.809716582,2.833333492,567.5691833,1.81578958,0,5,1,28,24,4.666666508,1,1,1,9,0,46,20830003,154.6766815,0,1,0,0,0,0,0,0,0,486.4864807,567.5692139,144.3243256,0,486.4864807,3.056680202,0.594039738,0,0,1,3
1,2083000308,1,1.255060792,2.833333492,47.19207001,0.427125484,0,0,0,32,30,0,1,1,1,7,75.50730896,2,20830003,57.5,0,1,0,0,1,0,0,0,1,542.7088623,47.19207001,775.8376465,132.1378021,335.0637207,5.285425186,0.080811948,0,0,1,3
0,2083000309,1,4.457489967,1.830357194,1891.894043,3.700404882,0,13,1,35,31,7.75,1,1,1,4,0,46,20830003,55.28750229,0,1,0,0,1,1,1,1,1,518.9189453,1891.894043,251.3513489,0,518.9189453,7.943319798,0.465851188,1,0,0,3
1,2083000309,1,2.327935219,1.830357194,3775.365723,2.627530336,4,7,1,39,37.5,10,1,1,4,4,0,3,20830003,51.66666794,0,1,0,0,1,1,1,1,1,3192.073242,3775.365723,4580.226563,0,3192.073242,4.554656029,0.576888859,1,0,1,3
0,2083000310,1,1.497975707,3.5,729.731369,1.323886514,0,5,1,31,30,4.5,0,1,0,7,0,46,20830003,186.5500031,0,1,0,0,1,1,1,1,1,0,729.7313843,5.405405521,0,0,2.740890503,0.483013272,0,0,1,3
1,2083000310,1,1.748987794,3.5,141.5762177,0.483805627,0,0,0,35,30,3,1,1,2,8,0,2,20830003,153.5,0,1,0,0,1,0,0,0,1,5183.577148,141.5762177,769.2307129,377.5365601,4806.040527,2.103238821,0.230028853,0,0,1,3
0,2083000501,1,0.708501995,2,567.5691929,0.457489878,0,3,0,42,32,1.5,0,1,0,4,0,19,20830005,128.0400085,0,1,0,0,1,0,0,1,0,0,567.5692139,9.756756783,0,0,1.03441298,0.442270041,0,0,1,3
1,2083000501,1,0.202429146,2,471.9207153,0.404858291,0,0,0,46,39,0,0,0,1,7,0,6,20830005,74,0,1,0,0,1,0,0,0,1,409.3912048,471.9207153,235.9603577,8.258612633,401.1325989,0.607287407,0.666666687,0,0,1,3
0,2083000502,1,0.991902828,4.25,851.3529663,1.967611313,0,12,1,47,42,6.333333492,1,1,2,7,0,19,20830005,131.0699921,0,1,0,0,1,0,0,0,1,0,851.3529663,42.81081009,0,0,2.210526228,0.890109897,0,0,0,3
1,2083000502,0,0.253036439,4.25,707.8811035,0.487854272,0,2,0,51,47,16.5,1,1,5,10,0,7,20830005,49.25,0,1,0,0,0,0,0,0,0,78.43321991,707.8811035,755.0731201,77.86691284,0.566304862,0.487854272,1,0,0,0,3
0,2083000503,0,3.441295385,4,1486.488647,2.801619291,0,7,0,48,40,3.5,1,1,2,7,0,19,20830005,83.52500153,0,1,0,0,1,0,0,0,1,15.1351347,1486.488647,30.37837791,15.1351347,0,4.311740875,0.649765253,0,0,0,3
1,2083000503,0,0.91093117,4,1942.603516,1.3906883,0,7,1,52,48,2.75,1,1,1,8,14.15762138,6.400000095,20830005,82.66666412,0,1,0,0,1,0,0,0,1,550.7314453,1942.603516,1268.286987,0,536.5738525,2.200404882,0.632014692,0,0,1,3
0,2083000504,1,2.834007978,2,1189.190796,4.678137779,0,14,1,31,22,7,1,1,2,6,0.070124179,19,20830005,173.0733185,0,1,0,0,1,0,0,0,1,129.7998657,1189.190796,58.70270157,0,129.7297363,4.678137779,1,0,0,1,3
1,2083000504,1,2.226720572,2,3775.365784,3.238866329,0,0,1,35,26,6,1,1,3,8,70.78810883,6,20830005,93.66666412,0,1,0,0,1,0,0,1,0,1931.099731,3775.365723,1022.494873,141.5762177,1718.735352,3.238866329,1,0,0,1,3
0,2083000506,1,1.82186234,4,1081.082703,2.670040369,0,7,1,45,39,2,1,1,3,12,0,19,20830005,44.81400299,0,1,0,0,1,0,0,0,1,324.3243103,1081.082764,62.70270157,0,324.3243103,5.099190235,0.523620486,0,0,1,3
1,2083000506,1,1.578947306,4,943.8414307,0.362348169,0,6,0,49,46,5.199999809,1,1,9,13,0,5,20830005,43.57143021,0,1,0,0,0,0,0,0,0,1776.781494,943.8414307,991.0335083,0,1776.781494,1.981781363,0.182839632,0,0,1,3
0,2083000507,1,1.315789461,4.666666985,189.1902771,1.315789461,0,5,1,42,35,4,1,1,9,13,0,19,20830005,30.00400162,0,1,0,0,0,0,0,0,0,245.9459534,189.1902771,27.02702713,35.13513565,210.8108215,1.315789461,1,0,0,0,3
1,2083000507,1,1.012145758,4.666666985,1942.603516,0.404858291,0,0,0,46,36,0,1,1,4,10,51.91127777,8,20830005,126.3333359,0,1,0,0,1,0,0,1,1,1613.025024,1942.603516,1101.148315,141.5762177,1419.537476,1.214574814,0.333333343,0,0,1,3
0,2083000508,1,1.062753081,3.958333492,2432.434021,2.854250908,0,7,1,38,28,5.400000095,1,1,7,12,0,19,20830005,115.2099991,0,1,0,0,1,0,0,0,1,400,2432.434082,25.67567635,0,400,4.246963501,0.672068596,0,0,1,3
1,2083000508,1,2.014169931,3.958333492,9013.685669,2.012145758,0,0,1,42,35,6.5,1,1,9,12,0,7,20830005,127.4000015,0,1,0,0,1,0,0,1,1,8383.671875,9013.685547,1557.338379,0,8383.671875,4.13765192,0.486301333,0,0,1,3
0,2083000509,1,2.429149628,3.875,2729.731903,2.631578922,0,5,0,57,55,3.125,0,1,4,16,0,19,20830005,99.45000458,0,1,0,0,1,0,0,0,1,0,2729.731934,75.2702713,0,0,2.631578922,1,0,0,1,3
1,2083000509,1,2.277327776,3.875,1942.603516,1.214574933,0,7,1,61,59,7.599999905,1,1,8,10,0,7,20830005,46.7142868,0,1,0,0,0,0,0,0,0,56.63048553,1942.603516,707.1732178,0,56.63048553,2.277327776,0.533333361,0,0,0,3
0,2083000510,1,2.530364275,2.666666508,2162.164307,2.834007978,0,7,1,45,22,4.5,1,1,6,7,0,19,20830005,87.26499939,0,1,0,0,0,0,0,0,0,2614.594482,2162.164307,142.7026978,3.783783674,2610.810791,4.858299255,0.583333373,0,0,0,3
1,2083000510,1,3.846153975,2.666666508,7361.963013,3.135627508,0,0,1,49,27,12,1,1,8,10,0,10,20830005,57.59999847,0,1,0,0,0,0,0,0,0,4903.256348,7361.962891,1316.658691,0,4903.256348,3.94534421,0.794766545,0,0,0,3
0,2083000701,1,1.012145758,1.75,810.8113403,1.032388687,0,0,0,65,45,0,0,1,0,5,0.04090577,23,20830007,26.25749969,0,1,0,0,1,0,0,0,1,110.8517151,810.8113403,35.13513565,2.702702522,108.1081085,1.032388687,1,0,0,1,3
1,2083000701,1,0.607287407,1.75,707.881073,0.550607264,0,0,0,69,52,0,0,1,0,2,169.8914642,20,20830007,39.5,0,1,0,0,1,0,0,0,1,462.4822998,707.8811035,94.38414001,0,292.5908508,0.955465555,0.576271176,0,0,1,3
0,2083000702,1,1.133603215,1.799999952,329.7313538,1.740890741,0,5,1,52,42,3.666666746,0,1,1,5,0,23,20830007,153.7233429,0,1,0,0,1,0,0,1,1,8.108108521,329.7313538,35.13513565,0,8.108108521,3.13765192,0.554838717,0,0,0,3
1,2083000702,1,1.37651825,1.799999952,1675.318604,1.611336112,0,0,1,56,47,6,1,1,1,3,0,2.5,20830007,112.5,0,1,0,0,1,0,0,0,1,646.2954102,1675.318604,1088.249146,9.202453613,637.0929565,1.611336112,1,0,0,1,3
0,2083000703,1,0.242914975,2.666666508,351.3524323,1.538461566,0,6,0,31,19,2,1,1,1,6,0,23,20830007,65.01333618,0,1,0,0,1,0,0,0,1,76.21621704,351.352417,35.13513565,8.108108521,68.10810852,1.538461566,1,0,0,1,3
1,2083000703,1,1.117408872,2.666666508,1887.682861,1.744939327,0,0,0,35,23,5,1,1,3,7,0,18,20830007,32.25,0,1,0,0,1,1,1,1,1,223.2185059,1887.682861,3316.187012,33.03445053,190.1840515,1.744939327,0.99999994,0,0,0,3
0,2083000704,1,1.336032391,3,162.1637878,3.481781244,0,1,0,53,53,2.75,1,0,2,4,0,23,20830007,68.02999878,0,1,0,0,1,0,0,0,1,7.567567825,162.1637878,28.10810852,2.162162066,5.405405521,5.364372253,0.649056613,0,0,1,3
1,2083000704,1,1.161943316,3,4011.326141,2.63765192,0,3,0,57,58,4.333333492,0,0,1,5,0,8.5,20830007,93.33333588,0,1,0,0,1,0,0,0,1,443.1335449,4011.326172,991.0335693,0,443.1335449,2.63765192,1,0,0,1,3
0,2083000705,1,2.105263233,2.767857075,232.434597,2.449392557,0,4,0,30,26.5,1.333333373,1,1,0,8,0,23,20830007,142.6900024,0,1,0,0,0,0,0,0,0,129.7297363,232.4346008,35.13513565,0,129.7297363,2.449392796,0.99999994,0,0,1,3
1,2083000705,1,1.012145758,2.767857075,1415.762146,1.151821852,4,0,1,34,30.5,4,1,1,4,14,0,2,20830007,101.6666641,0,1,0,0,0,0,0,0,0,1928.268066,1415.762207,94.38414001,0,1928.268066,1.151821852,1,0,0,0,3
0,2083000706,1,2.246963501,3.25,1081.082703,20.10121536,0,0,0,74,74,1.166666627,0,0,10,13,0.350620866,23,20830007,153.2924957,0,1,0,0,1,0,0,0,1,648.9992676,1081.082764,35.13513565,0,648.6486206,20.10121536,0.99999994,0,0,1,3
1,2083000706,1,2.026315689,3.25,1184.447266,2.327935219,0,0,0,78,80,7,0,0,6,13,101.8876801,6,20830007,104.1999969,0,1,0,0,0,0,0,0,0,1328.598389,1184.447266,94.38414001,0,1226.710693,2.327935219,1,0,0,1,3
0,2083000707,1,0.46558702,3.416666508,216.2172947,0.991902828,0,0,0,60,60,3,0,0,1,4,0,23,20830007,95.04000092,0,1,0,0,0,0,0,0,0,0,216.2173004,35.13513565,0,0,0.991902828,1,0,0,1,3
1,2083000707,1,1.214574814,3.416666508,2312.411621,3.540485859,0,0,0,64,64,3,1,0,4,7,0,18,20830007,43.5,0,1,0,0,0,0,0,0,0,418.1217651,2312.411621,94.38414001,13.2137804,404.9079895,3.540485859,1,0,0,1,3
0,2083000708,1,0.404858291,2,121.6226997,0.991902828,0,6,1,23,18,5,1,1,1,3,0,23,20830007,93.06500244,0,1,0,0,0,0,0,0,0,0,121.6226959,2.432432413,0,0,1.801619411,0.550561786,0,0,1,3
1,2083000708,1,0.151821852,2,4719.207031,1.147773266,0,4,1,27,22,4.5,1,1,5,5,0,18,20830007,41.5,0,1,0,0,1,0,0,0,1,67.36668396,4719.207031,188.76828,37.16375732,30.20292664,1.455465555,0.788595319,0,0,0,3
0,2083000709,1,2.07489872,3.833333492,1121.623505,3.076923132,0,7,0,62,62,4.166666508,1,1,0,7,0,23,20830007,203.0250092,0,1,0,0,1,0,0,0,1,68.10810852,1121.623535,221.4054108,0,68.10810852,7.935222626,0.387755126,0,0,0,3
1,2083000709,1,3.380566835,3.833333492,1557.338379,2.469635725,0,0,0,66,66,5.5,1,1,2,7,0,6.400000095,20830007,226,0,1,0,0,1,0,0,0,1,525.1887817,1557.338379,94.38414001,2.064653158,523.1241455,3.785425186,0.652406394,0,0,1,3
0,2083000710,1,2.327935219,2.375,972.9767609,2.995951414,0,4,1,43,36.33333206,2.900000095,1,1,18,25,0.030387145,23,20830007,71.67666626,0,1,0,0,1,1,1,1,0,330.841217,972.9767456,13.62162209,0,330.8108215,4.412955284,0.678899109,0,0,0,3
1,2083000710,1,1.163967609,2.375,1184.447266,1.799595118,6,5,0,47,39,5,1,1,2,8,4.719207287,4,20830007,73.5,0,1,0,0,1,0,0,1,0,42.00094604,1184.447266,849.4572754,9.438414574,27.84332275,1.799595118,1,0,0,1,3
0,2083000801,1,0.688259125,2,162.1643219,0.809716582,0,6,1,25,25,5.5,1,1,1,5,0,16,20830008,104.0100021,0,1,0,0,1,0,0,0,1,2.702702522,162.1643219,9.729729652,2.702702522,0,1.497975707,0.540540516,0,0,1,3
1,2083000801,1,0.404858291,2,566.3048706,0.408906907,0,0,1,29,29,6,1,1,8,9,0,3.200000048,20830008,19.16666603,0,1,0,0,1,0,0,0,1,707.8811035,566.3048706,852.2102051,0,707.8811035,0.605263174,0.67558527,0,0,1,3
0,2083000802,1,1.032388687,3,378.3794556,1.862348199,0,0,0,54,54,1.5,0,0,0,6,0,16,20830008,60.51000214,0,1,0,0,1,1,1,1,1,7.783783913,378.3794556,8.108108521,2.918919086,4.864864826,1.862348318,0.99999994,0,0,1,3
1,2083000802,1,1.417003989,3,9438.414063,2.520242929,0,1,0,58,68,1,0,0,1,10,264.2756042,4,20830008,19.66666603,0,1,0,0,1,0,0,0,1,2095.799805,9438.414063,852.2102051,0,1831.524292,2.520242929,1,0,0,1,3
0,2083000803,1,1.720647812,2,162.1637878,1.457489967,0,3,0,36,36,1.5,0,0,0,5,0,16,20830008,151.5350037,0,1,0,0,0,0,0,0,0,0,162.1637878,34.05405426,0,0,3.036437035,0.480000049,0,0,1,3
1,2083000803,1,1.012145758,2,1887.682861,0.783400834,0,0,0,40,38,3,0,0,1,4,0,5,20830008,91,0,1,0,0,0,0,0,0,0,474.7522583,1887.682861,852.2102051,0,474.7522583,1.012145758,0.773999989,0,0,1,3
0,2083000804,1,2.995951414,3,810.8129883,2.651821852,3,5,1,38,18,5,1,1,3,3,0.175310433,16,20830008,108.5599976,0,1,0,0,1,1,1,1,0,324.4996338,810.8129883,98.37837982,0,324.3243103,5.890687943,0.450171858,0,0,1,3
1,2083000804,1,1.82186234,3,5663.048584,2.453441381,1,0,0,42,23,5,1,1,2,5,0,5,20830008,59.33333206,0,1,0,0,1,1,1,1,1,662.8126221,5663.048828,852.2102051,5.899009228,656.9136353,2.453441381,1,0,0,1,3
0,2083000805,1,2.064777374,2.25,405.4064941,1.37651825,0,0,0,55,60,0.833333313,0,0,1,7,0,16,20830008,44.68666458,0,1,0,0,1,0,0,0,1,0,405.4064941,33.37837982,0,0,2.064777374,0.666666687,0,0,1,3
1,2083000805,1,0.809716582,2.25,471.9207153,0.441295564,0,5,0,59,65,3.875,0,1,6,9,124.5870667,4,20830008,12,0,1,0,0,0,0,0,0,0,927.8905029,471.9207153,566.3048706,21.23643303,782.0670166,0.809716582,0.545000017,0,0,1,3
0,2083000806,1,1.35627532,3.666666508,3783.78656,3.927125454,1,7,0,43,23,1.75,1,1,2,7,0,16,20830008,58.35000229,0,1,0,0,1,1,1,1,0,0,3783.786621,60.58558655,0,0,3.927125454,1,0,0,1,3
1,2083000806,1,0.704453409,3.666666508,1651.722504,1.046558619,0,0,1,47,30,7,1,1,3,8,67.48466492,3,20830008,324.6666565,0,1,0,0,1,0,0,0,1,773.0061035,1651.722534,852.2102051,317.1307068,388.3907471,1.046558619,1,0,0,1,3
0,2083000807,1,3.694331884,4.166666508,2972.975159,4.635627747,2,6,0,43,36,3.333333254,0,1,1,8,0,16,20830008,288.5733337,0,1,0,0,1,1,1,1,1,355.6756897,2972.975098,105.4054031,0,355.6756897,4.635627747,0.99999994,0,0,0,3
1,2083000807,1,1.619433165,4.166666508,1864.086899,2.087044477,0,0,0,47,39,6,0,1,8,11,0,6,20830008,48.33333206,0,1,0,0,1,0,0,1,1,571.0240479,1864.086914,852.2102051,0,571.0240479,2.087044477,1,0,0,0,3
0,2083000808,1,0.556680143,3.166666746,486.4881134,2.044534445,0,6,1,34,33,4.5,0,1,0,5,0,16,20830008,131.5299988,0,1,0,0,1,1,1,1,1,0,486.4880981,32.70270157,0,0,2.044534445,1,0,0,0,3
1,2083000808,1,3.259109259,3.166666746,3472.224121,2.338056803,0,4,0,38,37,4,1,1,3,5,0,4.5,20830008,53.33333206,0,1,0,0,1,0,0,1,1,508.8485107,3472.224121,943.8414307,2.949504614,505.8990173,3.259109259,0.717391312,0,0,1,3
0,2083000809,1,2.429149628,4.714285851,2027.030334,3.562752962,0,5,1,40,34,2,0,1,0,10,0,16,20830008,363.7533264,0,1,0,0,1,1,1,1,1,37.83783722,2027.030273,60.81081009,37.83783722,0,4.979756832,0.715447187,0,0,1,3
1,2083000809,1,1.720647693,4.714285851,4483.246948,1.789473653,0,0,0,44,36,0,1,1,3,10,0,4,20830008,63.75,0,1,0,0,1,0,0,1,1,1673.430908,4483.24707,2831.524414,188.7682953,1484.662598,1.991902828,0.898373961,0,0,1,3
0,2083000810,1,1.680161953,2.528571367,1081.083252,2.186234951,0,9,1,68,55,5.875,1,1,2,10,0,16,20830008,79.59000397,0,1,0,0,0,0,0,0,0,648.6486816,1081.083252,33.37837982,0,648.6486816,4.838057041,0.451882839,0,0,1,3
1,2083000810,1,6.765182018,2.528571367,31146.76642,3.121457577,0,0,1,72,66,13.25,1,1,10,10,117.9801712,2.5,20830008,44,0,1,0,0,1,1,1,1,1,488.9098511,31146.76563,852.2102051,0,370.9296875,6.765182018,0.46140036,0,0,1,3
0,2091000308,0,0.202429146,1,0,0,0,3,0,50,50,1.5,0,0,2,6,0.102264419,7,20910003,36.00500107,0,1,0,0,1,1,1,1,1,821.723877,0,35.13513565,0,821.621582,0.202429146,0,0,1,0,3
1,2091000308,0,0.809716582,1,2359.603516,0.334008098,0,0,0,54,51,0,1,0,12,12,566.3048706,0.5,20910003,5.800000191,0,1,0,0,1,0,0,0,1,1415.762207,2359.603516,1038.225586,42.47286224,806.984436,0.809716582,0.412500024,0,1,1,3
0,2093001102,1,0.728744924,5,324.3264771,0.348178148,4,0,1,54,48,1.75,0,1,2,7,0.008765522,50,20930011,88.01000214,0,1,0,0,1,1,1,1,0,16.22498322,324.3264771,48.64864731,0,16.21621704,1.259109259,0.276527345,0,0,0,3
1,2093001102,1,0.506072879,5,471.9207153,0.174089074,0,0,1,58,53,4,0,1,9,10,0,3,20930011,62,0,1,0,0,1,1,1,1,0,70.78810883,471.9207153,33.03445053,0,70.78810883,0.506072879,0.344000012,0,0,0,3
0,2093001103,1,1.082995892,4,1837.84053,1.532388687,0,5,0,34,27,4.5,1,1,5,7,0,50,20930011,65.52249908,0,1,0,0,1,1,1,1,1,3.783783674,1837.840576,295.0450439,3.783783674,0,2.159919024,0.709465802,0,0,1,3
1,2093001103,1,0.546558678,4,2453.987656,0.864372432,0,3,0,38,32,3,0,1,1,5,0,1.5,20930011,200.5,0,1,0,0,1,1,1,1,0,33.50637054,2453.987549,2076.844482,23.59603691,9.910334587,0.864372492,0.99999994,0,0,0,3
0,2093001104,1,0.587044537,1.75,0,0,0,0,0,65,65,0,0,0,0,2,0.037983932,50,20930011,186.0299988,0,1,0,0,1,0,0,0,1,70.30825806,0,9.783783913,0,70.2702713,0.587044537,0,0,0,1,3
1,2093001104,1,0.141700402,1.75,0,0,0,0,0,69,66,0,0,0,0,5,0,1,20930011,149.1428528,0,1,0,0,0,0,0,0,0,14.15762138,0,948.0887451,0,14.15762138,0.208502024,0,0,0,0,3
0,2093001105,1,0.708501995,2.5,810.8113403,0.358299583,0,6,0,35,26,3,0,1,0,6,0.011687363,50,20930011,116.0599976,0,1,0,0,0,0,0,0,0,31.36303902,810.8113403,48.64864731,9.729729652,21.62162209,0.708501995,0.505714297,0,0,0,3
