unihhid,period,cluster_code,children017,hhsize,foodexp,nfoodexp,healthexp,eduexp,hheduc,assign,cgp,remit_amount,cellphone,hungry_adults,hungry_kids
74301,Baseline,36,3,5,590.9524,149,0,6.666667,4,1,0,0,0,0,0
74409,Baseline,36,1,2,139.0476,125.3333,0,3.333333,7,1,0,0,1,1,1
74601,Baseline,42,3,5,460.5952,238.3333,0,10,0,1,0,0,0,1,1
75301,Baseline,42,4,8,786.4881,658.3333,3.333333,0,0,1,0,0,0,1,1
75501,Baseline,42,5,11,325.8929,162.3333,0,23.33333,0,1,0,0,0,1,1
75801,Baseline,42,1,3,725.6548,619.3334,8.333333,43.33333,7,1,0,0,0,0,0
75901,Baseline,42,1,3,204.2262,208.6667,0,0,4,1,0,0,0,1,1
76201,Baseline,42,1,5,317.2024,276,0,0,0,1,0,0,0,1,1
76301,Baseline,42,3,6,365,192,5,18.33333,0,1,0,0,0,1,1
76601,Baseline,42,3,6,873.3929,419,104.8333,30.66667,3,1,0,0,0,0,0
76801,Baseline,42,2,3,286.7857,123.3333,1.666667,20,8,1,0,0,0,1,1
76901,Baseline,42,5,6,577.9167,137,19.58333,12,6,1,0,0,1,1,1
77009,Baseline,42,3,7,595.2977,425.6667,0.8333333,30,0,1,0,0,0,1,1
77101,Baseline,42,3,6,660.4763,140.3333,1.666667,0,1,1,0,0,0,1,1
77601,Baseline,42,2,4,217.2619,246.6667,0.8333333,66.66666,4,1,0,0,0,1,1
77701,Baseline,42,2,4,156.4286,284,0.8333333,16.66667,5,1,0,0,0,1,1
77901,Baseline,42,2,4,338.9286,116.6667,0,11.66667,6,1,0,0,0,1,0
78001,Baseline,42,7,14,1255.774,250.3333,12.5,123.3333,0,1,0,10,0,1,1
78101,Baseline,42,5,9,4514.703,171.3333,21.66667,16.66667,2,1,0,0,0,0,0
78201,Baseline,42,3,5,447.5595,266.6667,12.5,33.33333,3,1,0,0,0,1,0
78401,Baseline,42,2,4,2676.667,654,1.333333,16.66667,2,1,0,0,0,0,0
78501,Baseline,42,5,8,3715.179,208,3.333333,0,0,1,0,0,0,1,1
78601,Baseline,105,2,8,658.4048,204.6667,45.5,0,4,1,0,36,1,0,0
78801,Baseline,106,4,6,382.381,140.3333,26.83333,0,4,1,0,0,0,0,0
78901,Baseline,105,6,10,853.1151,107,39.16667,174.6667,6,1,0,0,1,1,1
79001,Baseline,105,2,4,221.6071,90.66667,29.16667,56,4,1,0,0,1,0,0
79601,Baseline,105,4,5,325.8929,81.33333,4.166667,0,7,1,0,0,0,1,1
79701,Baseline,106,3,5,216.9167,120.3333,0,0,0,1,0,0,0,1,1
79801,Baseline,106,2,4,238.9881,169,0,0,3,1,0,0,1,1,1
80201,Baseline,106,1,3,532.0476,144.3333,5,0,2,1,0,0,1,1,0
80301,Baseline,106,2,4,225.9524,83,0,0,10,1,0,0,1,1,1
80501,Baseline,105,3,5,365,145.6667,2.916667,0,3,1,0,0,0,0,0
80601,Baseline,105,3,5,230.2976,136.3333,5.416667,0,0,1,0,3,1,0,0
80701,Baseline,105,6,9,337.8929,162,41.66667,0,1,1,0,0,1,1,1
80901,Baseline,105,5,9,608.3334,661.3333,4.166667,0,0,1,0,90,1,0,0
81101,Baseline,106,1,4,334.5833,92.66667,15,0,0,1,0,0,0,1,0
81201,Baseline,106,0,3,269.9008,248.3333,0,0,3,1,0,0,1,0,
81701,Baseline,224,1,4,382.381,153,61.66667,0,6,0,0,0,1,1,1
82501,Baseline,224,4,6,273.75,72.66666,0,0,0,0,0,0,0,1,1
82801,Baseline,224,3,5,169.4643,102.6667,1.666667,0,3,0,0,4,0,1,1
83101,Baseline,224,2,4,260.7143,62,0,0,4,0,0,0,0,1,1
83301,Baseline,224,3,5,126.0119,90.33333,0,0,0,0,0,0,1,1,1
83502,Baseline,224,3,4,222.6417,60.33333,0,3.333333,7,0,0,0,0,1,1
83701,Baseline,210,1,7,393.244,289.6667,4.75,16.66667,7,0,0,0,1,1,1
83809,Baseline,210,3,7,738.6905,270.6667,5.833333,10,8,0,0,0,1,1,1
84601,Baseline,210,4,6,252.0238,29,0,5,0,0,0,2,0,1,0
84901,Baseline,224,1,4,282.7381,168.6667,70.41666,50,0,0,0,0,1,1,1
85001,Baseline,210,3,5,143.3929,28.33333,0,0,9,0,0,0,1,1,1
85101,Baseline,224,4,8,334.5833,142.3333,30,9.666667,2,0,0,10,1,1,1
85201,Baseline,224,2,7,522.7381,386.3333,12.5,0,7,0,0,0,1,1,0
86101,Baseline,224,4,6,411.3222,107,0,26.66667,0,0,0,0,1,1,1
86601,Baseline,224,1,4,249.8512,245,23.75,40,3,0,0,12,0,1,1
86901,Baseline,224,1,2,178.1548,44.33333,0,0,3,0,0,0,0,1,1
87401,Baseline,11,2,3,617.0238,164.3333,120.8333,50,3,0,0,0,0,1,1
87501,Baseline,11,2,6,317.2024,170,5,9.333333,5,0,0,0,1,1,1
87901,Baseline,11,2,4,299.8214,245.6667,0,30.66667,7,0,0,0,1,1,1
88101,Baseline,12,5,7,378.0357,294.3333,5.583333,55.33333,0,0,0,0,0,1,1
88701,Baseline,12,3,5,782.3734,554.3334,135.8333,8,7,0,0,0,1,0,0
88901,Baseline,12,3,7,630.0595,219.6667,126.6667,2.666667,3,0,0,20,1,1,1
89101,Baseline,12,1,5,543.1548,380,2.25,51,5,0,0,0,1,1,1
89201,Baseline,12,1,5,473.631,221.6667,78.16666,61.33333,0,0,0,0,1,1,1
89401,Baseline,11,3,5,229.2262,267.3333,12,9.666667,4,0,0,0,1,1,1
89501,Baseline,11,2,7,899.4643,251.6667,9.083333,0,3,0,0,6,1,0,0
89801,Baseline,11,4,6,399.7619,120.3333,14.75,2.666667,7,0,0,0,1,1,1
89901,Baseline,11,2,3,521.4286,133.6667,3.333333,0.3333333,6,0,0,0,1,1,1
90101,Baseline,11,2,7,299.8214,244.3333,0,0,0,0,0,60,0,0,0
90201,Baseline,12,3,6,782.1429,346.6667,18.33333,0,0,0,0,0,1,0,0
90401,Baseline,12,3,6,708.2738,452,169.9167,18.66667,3,0,0,0,1,1,1
90509,Baseline,12,1,3,230.2976,156.3333,2.083333,4.666667,3,0,0,0,0,1,1
90701,Baseline,12,2,6,438.869,40.66666,77.5,16.66667,2,0,0,0,1,1,1
90801,Baseline,11,1,4,560.5357,478,215,18,7,0,0,240,1,1,1
90901,Baseline,12,2,3,204.2262,228,2.083333,0,7,0,0,0,0,1,1
91101,Baseline,4,2,3,182.5,51.66666,0,24,5,0,0,0,0,1,1
91401,Baseline,4,1,6,425.8333,170,0,34,5,0,0,0,1,1,1
91601,Baseline,4,5,10,464.9405,422.3333,47.91667,120,4,0,0,0,1,1,0
91901,Baseline,4,5,9,460.5952,269.3333,10,21.33333,9,0,0,3,1,1,1
92001,Baseline,4,7,9,112.9762,117.6667,144.1667,18.66667,7,0,0,0,1,1,1
92301,Baseline,7,1,4,469.2857,33,0,0,6,0,0,0,1,1,1
92401,Baseline,7,3,6,558.3631,41.33333,0,0,0,0,0,0,1,1,1
92601,Baseline,7,5,8,317.2024,326.6667,41.66667,0,8,0,0,0,0,1,1
92801,Baseline,7,4,6,1277.5,180.6667,42.08333,0,4,0,0,0,1,1,1
92901,Baseline,7,1,3,599.6429,131,0,0,7,0,0,0,1,1,1
93301,Baseline,7,3,4,1155.833,150,0,0,3,0,0,0,1,1,0
93401,Baseline,7,4,5,208.5714,202.6667,5.833333,19.33333,4,0,0,0,0,1,1
94201,Baseline,11,4,6,382.381,315.6667,0.3333333,10,3,0,0,0,0,1,1
94401,Baseline,4,3,5,343.2738,181.3333,46.91667,46.33333,4,0,0,0,0,1,1
94809,Baseline,4,4,6,1705.506,146.6667,3.333333,24,4,0,0,0,1,1,0
94901,Baseline,4,2,4,444.6627,48.66667,0,0,4,0,0,0,0,1,0
95001,Baseline,4,2,7,795.1785,347.6667,2.5,0,6,0,0,0,1,1,1
95301,Baseline,65,3,7,343.2738,87.66666,2.666667,12,6,1,0,3,0,1,1
95601,Baseline,65,4,7,473.631,83.66666,9.166667,0,0,1,0,0,0,1,1
95701,Baseline,65,2,3,351.9643,84.33334,41.5,0,4,1,0,0,0,1,1
95909,Baseline,65,4,5,456.25,172,0,52,7,1,0,0,1,1,1
96001,Baseline,65,6,8,595.2976,129.6667,179.25,4,1,1,0,0,1,1,1
96301,Baseline,65,4,10,378.0357,170,24.16667,28,8,1,0,30,1,1,1
96401,Baseline,65,2,4,568.5357,351.3333,55.83333,23.33333,2,1,0,24,1,1,1
96501,Baseline,65,2,4,195.5357,79.66666,7.5,0,0,1,0,0,1,1,1
96901,Baseline,65,2,3,321.5476,72.33333,11.08333,0,7,1,0,0,0,1,1
97001,Baseline,65,2,7,399.7619,216,38.5,8,0,1,0,7,1,1,1
97101,Baseline,65,2,3,147.7381,114.6667,13.91667,25,4,1,0,0,0,1,1
97801,Baseline,65,4,7,296.369,171,15,66.66666,0,1,0,4,1,1,1
97901,Baseline,65,9,14,1101.964,291,145.8333,3.333333,4,1,0,49,1,1,1
98001,Baseline,65,3,4,795.1786,375.3333,24.16667,16,7,1,0,0,0,1,1
98201,Baseline,65,4,6,582.2619,326.6667,23.91667,52.66667,6,1,0,0,0,1,1
98401,Baseline,65,2,6,299.8214,109.6667,2.25,0,2,1,0,0,0,1,1
98501,Baseline,65,3,5,608.3334,207.3333,0,0,5,1,0,0,0,1,1
98601,Baseline,65,1,4,391.0714,64.66666,0,8,5,1,0,0,0,1,1
98701,Baseline,65,3,5,434.5238,56,14.16667,0,5,1,0,0,0,1,1
98801,Baseline,58,3,7,495.3572,109.3333,10.5,27.33333,4,0,0,0,1,1,1
99109,Baseline,58,3,4,369.966,77.66666,16.66667,0,1,0,0,0,0,1,1
99201,Baseline,59,3,5,860.3572,56,91.66666,6.666667,0,0,0,0,1,1,1
99301,Baseline,3,3,6,534.4643,385.3333,40.33333,16.66667,12,1,0,0.99,1,1,1
99401,Baseline,3,2,4,325.8929,168.6667,125.8333,8,3,1,0,0,1,1,1
99701,Baseline,3,1,4,52.14286,244.3333,0,73.33334,0,1,0,0,1,1,1
99801,Baseline,3,1,4,382.381,353,41.66667,10,7,1,0,0,1,1,1
99901,Baseline,3,3,4,425.8334,264,1.666667,13.33333,5,1,0,0,1,0,0
100001,Baseline,3,4,9,434.5238,480.3333,0.5,30,0,1,0,5,1,1,1
100201,Baseline,3,6,9,1360.059,383.6667,0.6666667,26,0,1,0,0,1,1,1
100401,Baseline,3,1,3,210.744,152.3333,38.75,8,9,1,0,0,1,1,1
100901,Baseline,3,2,4,430.1786,243.3333,163.6667,0,3,1,0,0,1,0,0
101501,Baseline,3,2,5,417.1429,241.6667,8.333333,51.66667,4,1,0,24,1,1,1
101901,Baseline,3,3,6,538.8096,520.6666,10.83333,36.66667,4,1,0,0,1,1,1
102409,Baseline,3,3,4,152.0833,179,2.5,5.666667,7,1,0,0,1,1,1
102501,Baseline,3,3,5,412.7976,24,12.08333,92.7841,0,1,0,0,1,1,1
103001,Baseline,3,4,7,625.7143,221,2.083333,9.333333,0,1,0,0,1,1,1
103101,Baseline,3,2,4,184.6726,125.6725,0,0,12,1,0,24,1,1,1
103201,Baseline,3,5,8,664.8214,173.3333,0,0,5,1,0,0,1,1,1
103401,Baseline,102,2,5,321.5476,66.33333,72.25,0,4,1,0,0,0,1,1
103601,Baseline,102,5,8,669.1667,55,53.33333,0,2,1,0,0,1,1,0
103901,Baseline,102,7,10,347.619,58.66667,0,0,0,1,0,0,1,1,1
104101,Baseline,102,3,5,1086.31,86.33333,61.66667,0,7,1,0,60,1,1,1
104401,Baseline,102,3,4,95.59524,55,38.08333,2,5,1,0,0,0,1,1
104701,Baseline,102,3,5,169.4643,60.66666,1.666667,0,4,1,0,0,0,1,1
104801,Baseline,102,5,9,1216.667,220,30.66667,20,3,1,0,5,0,1,0
105001,Baseline,102,2,4,990.7143,219,0,3.333333,7,1,0,0,0,0,0
105301,Baseline,102,4,5,334.5833,32,8.333333,0,6,1,0,0,1,1,1
105501,Baseline,102,1,3,621.3691,167.3333,0,0,6,1,0,0,1,1,0
105701,Baseline,102,4,9,760.4167,444.3333,0,3.333333,3,1,0,20,1,0,0
105801,Baseline,102,1,3,134.7024,93.33333,5,0,10,1,0,3,0,0,0
106001,Baseline,102,2,6,482.3214,165,96.33334,64.66666,0,1,0,0,1,1,1
106201,Baseline,102,3,5,391.0714,103.3333,0,40,2,1,0,0,1,1,1
106401,Baseline,102,4,7,417.1428,142,0,0,6,1,0,0,0,1,1
106701,Baseline,102,4,6,386.7262,50,63.08333,0,6,1,0,0,0,1,1
106801,Baseline,93,1,5,630.0596,180,13.33333,0.6666667,3,1,0,4,0,1,1
107001,Baseline,93,3,8,703.9286,155,0,5.666667,4,1,0,10,0,1,1
107401,Baseline,95,4,9,672.0833,444.6667,277.5,0,9,1,0,60,1,1,1
107601,Baseline,95,1,5,825.5952,465,0,0,6,1,0,10,1,1,
107901,Baseline,93,5,9,799.5238,320,195,21,3,1,0,0,1,1,0
108101,Baseline,95,2,4,386.7262,376.6667,170.1667,74.22727,0,1,0,0,0,0,0
108201,Baseline,95,3,6,451.9048,279.3333,15,0,6,1,0,0,1,0,0
108401,Baseline,95,4,5,434.5238,200,197.0833,33.33333,7,1,0,0,0,1,1
108501,Baseline,95,1,3,534.4642,180.6667,8.916667,0,0,1,0,0,1,0,0
109001,Baseline,95,5,6,351.9643,136,3.333333,16.66667,1,1,0,0,1,1,0
109101,Baseline,93,4,7,577.9167,204,5.666667,24.33333,7,1,0,0,1,1,1
109501,Baseline,93,1,2,94.14682,115.6667,4.166667,0,2,1,0,0,0,1,1
109801,Baseline,93,1,4,712.6191,224.3333,20,66.66666,7,1,0,0,1,0,0
110001,Baseline,95,2,4,230.2976,157.6667,2.916667,3.333333,7,1,0,0,1,0,0
110109,Baseline,95,3,7,1110.771,1086.333,173.3333,0,12,1,0,0,1,1,1
110201,Baseline,93,2,4,471.948,182.6667,3.333333,44.66667,6,1,0,0,1,1,1
111101,Baseline,54,2,4,145.5655,337.3333,0,0,7,1,0,0,1,1,1
111201,Baseline,54,2,6,666.6785,301,0,0,1,1,0,0,0,1,1
111301,Baseline,54,2,3,395.4167,92,0,0,0,1,0,0,0,1,1
111401,Baseline,54,3,5,460.5952,281.6667,0.8333333,0,2,1,0,0,0,1,1
111501,Baseline,54,8,13,1008.095,175,195.25,0,5,1,0,84,0,0,0
111601,Baseline,53,5,6,369.3452,83.33333,19.16667,0,9,1,0,0,1,1,1
111701,Baseline,53,4,5,243.3333,116,0.9166667,15,3,1,0,0,1,1,0
111801,Baseline,53,3,6,195.5357,145,11.83333,0,7,1,0,2,1,1,0
111901,Baseline,53,3,5,538.8095,185.3333,2.083333,0,7,1,0,0,1,0,0
112001,Baseline,53,2,4,391.0714,135.3333,123.4167,0,5,1,0,0,0,0,0
112101,Baseline,105,5,10,378.631,717,80.83334,0,3,1,0,0,1,0,0
112201,Baseline,105,2,5,556.1905,415,59.16667,0,7,1,0,28,1,0,0
112301,Baseline,105,5,10,682.2024,179.6667,10,71.33333,7,1,0,0,1,0,0
112401,Baseline,106,1,3,252.0238,89,0,0,5,1,0,0,1,1,1
112501,Baseline,106,2,4,499.7024,223.6667,0,0,3,1,0,0,1,0,0
112601,Baseline,106,2,3,438.869,92,23.75,0,3,1,0,0,0,0,0
112801,Baseline,116,2,4,204.2262,92.66666,84.16666,0,10,1,0,0,1,1,1
113101,Baseline,114,2,4,630.0596,143.6667,69.16666,0,4,1,0,0,1,1,0
113201,Baseline,114,3,6,482.3214,108.3333,11.58333,66.66666,1,1,0,0,0,1,1
113401,Baseline,114,1,2,184.6726,59.33334,0,0,3,1,0,0,0,1,1
113801,Baseline,114,2,4,373.6905,306.6667,7.916667,24.33333,0,1,0,0,1,0,0
114201,Baseline,116,2,6,408.4524,448,30.83333,0,9,1,0,0,0,1,0
114801,Baseline,114,2,4,756.0715,175.3333,94.16666,23,7,1,0,30,1,0,0
114901,Baseline,114,3,6,180.7738,193.6667,7.5,0,7,1,0,0,0,1,1
115101,Baseline,116,1,3,199.881,280,0,0,4,1,0,0,1,1,0
115401,Baseline,116,4,7,395.4167,141.3333,2.5,0,0,1,0,0,0,1,1
115701,Baseline,114,5,7,247.6786,80.66667,0.8333333,0,7,1,0,0,0,1,1
115801,Baseline,114,6,12,1768.512,320.6667,26.25,79.66666,1,1,0,60,1,1,1
116101,Baseline,116,5,8,525.7738,79,0,0,0,1,0,0,1,1,1
116201,Baseline,116,2,5,147.4277,69,0,0,3,1,0,0,1,1,1
116301,Baseline,116,3,8,477.9762,74.66667,0,0,6,1,0,0,0,0,1
116501,Baseline,206,3,5,195.7095,84.66666,0.3333333,0,10,1,0,8,1,1,1
116901,Baseline,206,1,10,391.0714,388,1.25,20,5,1,0,1.5,1,1,1
117301,Baseline,206,4,9,1503.452,393.6667,62.5,200,10,1,0,0,0,1,1
117401,Baseline,15,3,5,,,,,0,0,0,0,1,1,1
117501,Baseline,206,3,5,460.5952,154,0.1666667,3.333333,7,1,0,5,1,0,0
117601,Baseline,206,2,4,295.4762,117,0,0,6,1,0,0,0,1,1
117701,Baseline,206,5,11,1181.905,249.6667,7.5,0,0,1,0,60,0,1,1
117809,Baseline,206,2,3,295.4762,219.6667,0,0,6,1,0,0,0,1,1
118001,Baseline,206,2,5,877.7382,209,0,0,7,1,0,120,1,0,0
118301,Baseline,206,3,6,212.9167,226.6667,3.333333,0,4,1,0,4,0,1,1
118409,Baseline,206,1,5,619.2263,385.6667,30.91667,0,0,1,0,0,1,1,1
118801,Baseline,214,3,8,282.4405,125.6667,1.666667,16.66667,4,1,0,6,1,0,0
118901,Baseline,214,7,12,808.2738,230.3333,3.333333,17.33333,0,1,0,60,0,1,1
119001,Baseline,214,3,9,1271.012,556.6667,39.16667,0,0,1,0,0,1,0,0
119301,Baseline,214,5,8,360.6548,320.6667,167.0833,20,0,1,0,0,1,1,1
119701,Baseline,214,8,14,265.0595,153,128.75,0,0,1,0,0,1,1,1
119801,Baseline,214,3,5,1003.75,145,0,0,0,1,0,0,1,1,1
120101,Baseline,214,5,12,499.8809,662.6667,405,10,6,1,0,120,1,1,1
120201,Baseline,214,5,10,438.869,137.3333,0,0,0,1,0,48,1,1,1
120301,Baseline,214,3,5,204.2262,130.6667,0,14,7,1,0,20,1,1,1
120501,Baseline,209,1,2,169.4643,91.33334,0,0,0,1,0,0,0,1,1
120601,Baseline,209,1,2,,,,,7,1,0,0,1,0,0
120901,Baseline,209,1,3,506.2202,387.6667,38.66667,77.33334,3,1,0,30,0,0,0
121001,Baseline,209,1,4,112.9762,31.66667,2.5,0,0,1,0,0,0,1,1
121101,Baseline,209,3,6,143.3929,155,9,0,2,1,0,0,1,1,1
121201,Baseline,209,2,7,304.1667,93.66667,30,61.33333,0,1,0,5,1,1,1
121301,Baseline,213,2,7,512.7381,564.6667,160.1667,0,0,1,0,8,1,1,1
121601,Baseline,213,4,8,501.3095,107.6667,0,0,3,1,0,0,1,1,1
121901,Baseline,213,1,4,608.3334,193.6667,0,4.666667,0,1,0,0,0,1,1
122201,Baseline,213,2,4,451.1905,270,2.333333,23.33333,8,1,0,0,1,1,1
122401,Baseline,213,2,4,382.381,248.3333,0,0,0,1,0,50,1,1,0
122601,Baseline,213,3,10,517.0834,246.3333,1.166667,0,6,1,0,8,1,0,0
122709,Baseline,213,2,5,365,242,1.666667,14,6,1,0,30,0,1,1
122801,Baseline,213,3,5,1203.631,238.6667,0,0,0,1,0,0,0,1,1
123101,Baseline,213,1,2,658.3036,254,0,47.33333,3,1,0,0,0,1,1
123201,Baseline,213,2,6,269.4048,392.3333,200,0,3,1,0,36,1,1,1
123301,Baseline,21,3,6,725.6547,83.66666,8.333333,0,5,1,0,0,1,1,1
123401,Baseline,24,6,12,1064.583,115.6667,2.916667,2.666667,6,1,0,0,1,0,0
123501,Baseline,21,2,4,586.6071,116.6667,4.166667,9.333333,6,1,0,0,0,1,1
123701,Baseline,24,2,4,499.7024,226.3333,0,6.666667,6,1,0,0,1,1,1
123901,Baseline,24,2,7,829.9405,511.6667,0,134,10,1,0,0,1,0,0
124101,Baseline,24,2,9,1242.738,484.3333,2.083333,24,7,1,0,360,1,0,0
124201,Baseline,21,5,6,330.2381,107,0,0,0,1,0,0,1,1,1
124401,Baseline,21,3,6,373.6905,128,20.83333,24.66667,6,1,0,0,0,1,1
124501,Baseline,24,3,6,130.3571,183,2.083333,3.333333,2,1,0,0,0,1,1
124601,Baseline,24,5,9,851.6667,263.6667,56.66667,1.666667,9,1,0,0,0,1,1
125201,Baseline,24,1,7,764.762,844,33.33333,170.6667,6,1,0,0,1,0,0
125501,Baseline,24,1,7,825.5952,293.3333,0,0,1,1,0,0,1,0,0
125701,Baseline,24,5,8,492.5,185.6667,2.666667,45.33333,0,1,0,0,1,1,1
126201,Baseline,24,2,3,217.2619,153.3333,0,0,7,1,0,0,0,1,1
126401,Baseline,21,6,13,803.8691,302.6667,5.333333,0,3,1,0,0,1,0,0
126501,Baseline,21,1,3,312.8571,210,0,0,2,1,0,0,1,1,1
126601,Baseline,21,4,8,347.619,177,41.25,29.33333,9,1,0,0,1,1,1
126901,Baseline,21,1,3,282.4405,100,0,0,4,1,0,0,1,1,1
127001,Baseline,21,2,4,126.0119,154.3333,53.33333,16.66667,1,1,0,0,1,1,1
127401,Baseline,183,3,7,173.8095,122,0,0,0,0,0,1.5,0,1,1
127501,Baseline,183,0,5,782.1429,280,0,0,7,0,0,0,0,1,
127601,Baseline,183,2,5,408.4524,247.3333,14.75,0,0,0,0,4,1,1,0
127701,Baseline,183,3,5,321.5476,93.99999,75,0,0,0,0,0,1,1,1
128101,Baseline,183,3,6,273.75,230,0,0,12,0,0,2,1,1,1
128201,Baseline,183,3,5,543.1547,107.6667,0,0,7,0,0,0,0,1,1
128301,Baseline,183,4,7,1355.714,314,35,33.33333,6,0,0,0,1,0,0
128701,Baseline,183,4,9,499.7024,270,58.33333,143.3333,5,0,0,0,1,1,1
129401,Baseline,221,5,12,912.5,639.6667,2.5,0,0,0,0,0,1,1,1
129601,Baseline,221,2,4,225.9524,79,1,0,0,0,0,0,0,1,1
130001,Baseline,221,3,7,603.9881,251,1.5,0,5,0,0,0,0,1,1
130101,Baseline,221,4,8,877.7381,454.3333,143.75,0,0,0,0,3,1,0,0
130301,Baseline,221,3,5,252.0238,67.66667,14.16667,0,6,0,0,0,0,1,1
130701,Baseline,221,3,10,1716.369,383.3333,0.8333333,0,0,0,0,0,1,1,1
131001,Baseline,221,4,8,903.8095,526.3333,120.5833,0,3,0,0,35,1,1,1
131101,Baseline,221,1,3,360.6548,167,0,0,0,0,0,0,0,1,1
131201,Baseline,221,5,12,617.0239,380.6667,0.1666667,4,0,0,0,1,1,1,0
131501,Baseline,217,3,7,1008.095,234,5,4.666667,3,1,0,3,0,1,0
131601,Baseline,217,3,5,382.381,202.6667,6.833333,33.33333,1,1,0,0,0,0,0
131801,Baseline,217,1,6,715.5358,217.3333,0.8333333,10,3,1,0,0,0,1,1
131901,Baseline,217,3,6,247.6786,155.6667,8.916667,20,7,1,0,0,1,1,0
132302,Baseline,217,3,4,199.881,192.6667,4.583333,16,4,1,0,0,0,1,1
132401,Baseline,217,2,7,512.7381,181.3333,0,60,4,1,0,5,1,1,1
132501,Baseline,217,3,4,438.8691,214,5,12,9,1,0,0,0,1,1
132701,Baseline,217,1,6,434.5238,330,4.166667,4.666667,8,1,0,0,0,1,1
132801,Baseline,217,2,8,225.9524,204,4.166667,6.666667,4,1,0,10,1,1,1
133201,Baseline,219,2,6,477.9762,133.3333,6.666667,0,5,0,0,10,1,0,0
133301,Baseline,219,1,3,178.1548,111,0,0,4,0,0,0,0,1,0
133701,Baseline,219,2,6,334.5833,225,0,0,0,0,0,0,0,1,1
133801,Baseline,219,1,4,273.75,109.3333,0.1666667,33.33333,0,0,0,0,1,1,0
133901,Baseline,219,3,7,749.7025,310.6667,20.58333,51.33333,6,0,0,0,0,1,1
134001,Baseline,219,2,4,395.4167,506,1.25,5,0,0,0,0,1,1,0
134501,Baseline,219,1,3,530.1191,152,0.8333333,53.33333,4,0,0,0,0,1,1
134801,Baseline,219,2,5,317.2024,322.6667,0,7.333333,2,0,0,0,0,1,1
135001,Baseline,219,6,11,699.5833,270.3333,0,12,3,0,0,12,1,1,1
135101,Baseline,219,4,10,1077.619,651.3333,84.5,63.33333,2,0,0,10,1,1,1
135301,Baseline,189,2,5,638.7501,193.3333,138.1667,0,1,0,0,0,0,1,1
135702,Baseline,189,4,9,643.0952,546.6667,1.666667,0,5,0,0,0,0,1,1
135809,Baseline,189,1,3,317.2024,160.3333,0,0,0,0,0,0,0,0,0
135901,Baseline,189,4,7,743.0357,196.3333,12.83333,0,4,0,0,2,1,1,1
136101,Baseline,189,3,5,356.3095,354.3333,12.91667,0,0,0,0,1.8,1,1,1
136201,Baseline,189,3,5,404.1071,246,4.166667,0,4,0,0,0,0,1,1
136401,Baseline,189,3,6,827.9167,388,4,0,1,0,0,0,0,1,0
136601,Baseline,189,5,12,1199.286,600.6667,0,0,2,0,0,25,0,1,1
137301,Baseline,216,3,4,317.2024,412.6667,0,0,0,1,0,0,0,1,1
137601,Baseline,216,1,3,269.4048,190.3333,0,0,0,1,0,0,0,1,1
137701,Baseline,216,2,9,459.881,211,0,5,0,1,0,3,0,0,0
138201,Baseline,216,1,3,304.1667,126.3333,0,50,4,1,0,0,0,1,1
138301,Baseline,216,2,5,645.4167,163.3333,0,48,2,1,0,0,1,1,1
138401,Baseline,216,4,10,386.7262,273,25,16.66667,1,1,0,0,1,1,0
138601,Baseline,216,5,8,477.9762,400,33.33333,33.33333,0,1,0,0,1,1,1
138701,Baseline,216,0,4,304.1667,216,0,0,0,1,0,0,0,1,
139001,Baseline,216,3,4,391.0715,332.6667,0,0,5,1,0,0,1,1,1
139101,Baseline,216,6,9,712.6191,356.6667,5,6.666667,4,1,0,0,1,1,1
139301,Baseline,18,4,5,238.9881,141,42.5,0,5,0,0,0,1,1,1
139501,Baseline,18,1,4,382.381,304.6667,0.1666667,26,8,0,0,0,1,1,1
139601,Baseline,18,2,4,470.8929,394.3333,58.33333,0,5,0,0,36,1,0,0
140001,Baseline,15,2,3,230.2976,71,0.25,28,7,0,0,0,0,1,1
140109,Baseline,18,2,4,590.9524,850.3334,0,80,7,0,0,0,0,1,1
140601,Baseline,15,2,4,286.4405,118.6667,3.5,2.666667,0,0,0,0,1,1,1
140701,Baseline,18,2,5,660.4762,588.6666,137.9167,58,7,0,0,0,1,0,0
141201,Baseline,15,3,7,399.7619,386.6667,0,0,6,0,0,0,1,0,0
141701,Baseline,18,2,3,356.3096,296.3333,17.83333,130,6,0,0,0,1,1,1
141801,Baseline,18,2,7,421.4881,540,64.58334,20,0,0,0,15,1,1,1
142001,Baseline,15,2,3,682.2024,156.3333,14.16667,5,4,0,0,0,1,1,0
142101,Baseline,15,3,8,430.1786,269.3333,155,15.66667,0,0,0,96,1,0,0
142501,Baseline,15,4,7,677.8572,416.6667,0,226.6667,4,0,0,0,1,1,1
142701,Baseline,15,1,3,582.262,289,0,23.33333,6,0,0,0,1,1,0
143001,Baseline,18,3,7,747.3809,574.3333,116.25,29.66667,0,0,0,60,1,0,0
143201,Baseline,15,1,3,498.5374,268,0,23.33333,4,0,0,0,1,0,0
143301,Baseline,141,3,4,260.7143,162.3333,0,0,3,1,0,0,0,1,0
143401,Baseline,141,5,7,551.8453,186,0,34.33333,0,1,0,0,1,1,1
144201,Baseline,141,1,2,167.4405,127.6667,0,0,3,1,0,0,1,1,0
144301,Baseline,141,1,2,195.5357,97,0,0,2,1,0,0,0,1,1
144401,Baseline,141,2,4,417.1429,76.66666,0,3.333333,3,1,0,0,0,1,1
